,tag,t,z,mass,width
3635,1.00,1279.00,495.85,1618518.00,9275.76
3638,1.00,1280.00,503.42,1411048.00,8890.30
3641,1.00,1281.00,512.14,1189965.00,7210.21
3644,1.00,1282.00,518.13,1142912.00,7371.62
3647,1.00,1283.00,523.08,1275714.00,7463.62
3650,1.00,1284.00,527.32,1408662.00,7023.84
3653,1.00,1285.00,530.00,1469910.00,8234.65
3656,1.00,1286.00,533.08,1579024.00,8180.34
3659,1.00,1287.00,535.55,1504514.00,8199.86
3662,1.00,1288.00,533.62,1908315.00,10798.55
3665,1.00,1289.00,524.31,1480818.00,9063.60
3668,1.00,1290.00,516.65,1544135.00,8835.73
3671,1.00,1291.00,510.62,1998619.00,9934.23
3674,1.00,1292.00,506.97,1759268.00,9535.23
3677,1.00,1293.00,501.16,1079430.00,7072.92
3680,1.00,1294.00,495.52,1473026.00,8122.67
3683,1.00,1295.00,490.48,1265987.00,8032.94
3686,1.00,1296.00,486.25,1071226.00,6491.72
3689,1.00,1297.00,483.27,1204837.00,7262.89
3692,1.00,1298.00,490.74,2030320.00,11325.87
3695,1.00,1299.00,499.05,2047648.00,10513.59
3698,1.00,1300.00,505.84,1572311.00,8757.17
3701,1.00,1301.00,511.23,1812659.00,9145.67
3704,1.00,1302.00,516.12,1530880.00,7953.10
3707,1.00,1303.00,520.15,1483209.00,7864.63
3710,1.00,1304.00,524.96,1231704.00,7033.66
3713,1.00,1305.00,529.61,1507301.00,8177.50
3716,1.00,1306.00,533.93,1414918.00,7234.12
3719,1.00,1307.00,536.92,1106053.00,6685.41
3722,1.00,1308.00,530.61,1090510.00,7879.20
3725,1.00,1309.00,519.37,1036339.00,7371.12
3728,1.00,1310.00,511.38,1169362.00,6938.97
3731,1.00,1311.00,502.87,941804.00,6240.75
3734,1.00,1312.00,495.77,1062199.00,6678.96
3737,1.00,1313.00,491.74,1251480.00,8045.05
3740,1.00,1314.00,487.26,1217156.00,7242.12
3743,1.00,1315.00,484.49,1179392.00,7174.03
3746,1.00,1316.00,480.37,1343115.00,7422.89
3749,1.00,1317.00,478.12,1471403.00,8035.21
3752,1.00,1318.00,485.18,1688890.00,9470.34
3755,1.00,1319.00,493.96,1619678.00,9639.90
3758,1.00,1320.00,500.06,1819746.00,9527.13
3761,1.00,1321.00,505.65,1466208.00,8616.67
3764,1.00,1322.00,511.64,1453611.00,7576.28
3767,1.00,1323.00,514.93,1267831.00,7303.77
3770,1.00,1324.00,518.68,1364065.00,7413.69
3773,1.00,1325.00,521.11,1397193.00,7770.49
3776,1.00,1326.00,524.08,1277160.00,7660.98
3779,1.00,1327.00,525.32,1481381.00,8434.40
3782,1.00,1328.00,516.71,2254340.00,11369.02
3785,1.00,1329.00,507.87,2286719.00,12458.10
3788,1.00,1330.00,502.61,1858896.00,9783.24
3791,1.00,1331.00,495.20,1407439.00,8143.45
3794,1.00,1332.00,489.74,1360603.00,8003.60
3797,1.00,1333.00,484.62,1441214.00,7680.14
3800,1.00,1334.00,480.20,1151458.00,7103.00
3803,1.00,1335.00,475.40,1131765.00,7302.66
3806,1.00,1336.00,472.00,1278665.00,7582.96
3809,1.00,1337.00,470.85,1269910.00,8384.26
3812,1.00,1338.00,481.46,1273446.00,8432.73
3815,1.00,1339.00,489.33,1415189.00,8552.08
3818,1.00,1340.00,495.20,1667550.00,9444.61
3821,1.00,1341.00,500.79,1503968.00,8597.10
3824,1.00,1342.00,506.05,1020055.00,6606.37
3827,1.00,1343.00,511.31,1117200.00,6791.52
3830,1.00,1344.00,515.21,1031516.00,6856.23
3833,1.00,1345.00,519.53,1103624.00,6954.28
3836,1.00,1346.00,522.89,1280719.00,7790.69
3839,1.00,1347.00,522.76,1318736.00,8347.39
3842,1.00,1348.00,513.30,1522059.00,10006.24
3845,1.00,1349.00,503.52,1863611.00,10538.73
3848,1.00,1350.00,496.39,1555554.00,8350.99
3851,1.00,1351.00,490.17,1512332.00,8963.32
3854,1.00,1352.00,485.85,2283766.00,10756.35
3857,1.00,1353.00,482.76,1695248.00,8949.25
3860,1.00,1354.00,479.83,1332129.00,7972.65
3863,1.00,1355.00,476.30,1129955.00,6734.95
3866,1.00,1356.00,473.50,1008145.00,6104.46
3869,1.00,1357.00,475.77,1183970.00,7565.08
3872,1.00,1358.00,484.04,1379270.00,8209.09
3875,1.00,1359.00,490.79,1647389.00,9585.53
3878,1.00,1360.00,496.76,1468007.00,8457.42
3881,1.00,1361.00,501.90,1358914.00,8132.12
3884,1.00,1362.00,506.76,1777571.00,9260.59
3887,1.00,1363.00,511.19,1435920.00,7987.90
3890,1.00,1364.00,514.45,1553136.00,8281.49
3893,1.00,1365.00,518.10,1969534.00,10288.67
3896,1.00,1366.00,521.39,1661566.00,8908.32
3899,1.00,1367.00,518.51,1658773.00,10265.13
3902,1.00,1368.00,507.04,1180664.00,7630.28
3905,1.00,1369.00,497.85,1133994.00,7595.60
3908,1.00,1370.00,490.12,1127938.00,7411.57
3911,1.00,1371.00,484.73,1368926.00,8070.91
3914,1.00,1372.00,479.66,1734560.00,9868.39
3917,1.00,1373.00,476.11,1476861.00,8059.75
3920,1.00,1374.00,472.44,1185460.00,7101.95
3923,1.00,1375.00,469.77,1532720.00,8643.79
3926,1.00,1376.00,466.55,1274752.00,7696.04
3929,1.00,1377.00,470.51,1765985.00,10291.20
3932,1.00,1378.00,479.97,1206222.00,8084.29
3935,1.00,1379.00,489.31,1176719.00,7588.85
3938,1.00,1380.00,496.18,1031391.00,6668.66
3941,1.00,1381.00,502.63,1232677.00,7802.67
3944,1.00,1382.00,506.24,1849134.00,9414.09
3947,1.00,1383.00,509.02,2065950.00,11406.55
3950,1.00,1384.00,513.14,1408031.00,7291.98
3953,1.00,1385.00,517.81,1103809.00,6610.35
3956,1.00,1386.00,520.23,1263520.00,7480.73
3959,1.00,1387.00,512.83,1543811.00,9258.75
3962,1.00,1388.00,503.82,2006404.00,10661.65
3965,1.00,1389.00,497.89,1652604.00,8933.17
3968,1.00,1390.00,492.88,1578826.00,8713.41
3971,1.00,1391.00,486.67,1621374.00,9100.69
3974,1.00,1392.00,482.42,1870849.00,9717.59
3977,1.00,1393.00,478.61,1838910.00,8777.00
3980,1.00,1394.00,475.11,1172637.00,7099.21
3983,1.00,1395.00,471.78,1108168.00,6783.42
3986,1.00,1396.00,470.88,1081573.00,6172.47
3989,1.00,1397.00,478.97,1085421.00,7546.45
3992,1.00,1398.00,489.08,1180861.00,7404.95
3995,1.00,1399.00,495.44,1990850.00,10673.59
3998,1.00,1400.00,500.21,2574076.00,12080.69
4001,1.00,1401.00,505.25,2557429.00,11836.13
4004,1.00,1402.00,509.03,2299637.00,10722.41
4007,1.00,1403.00,513.79,1847014.00,9191.01
4010,1.00,1404.00,517.08,2027488.00,11021.85
4013,1.00,1405.00,519.31,1868772.00,9850.42
4016,1.00,1406.00,521.25,1212976.00,7685.57
4019,1.00,1407.00,511.14,1377107.00,9336.26
4022,1.00,1408.00,501.68,1275615.00,8103.05
4025,1.00,1409.00,495.06,1119367.00,6674.45
4028,1.00,1410.00,487.16,1367941.00,8162.75
4031,1.00,1411.00,481.94,2145856.00,10406.24
4034,1.00,1412.00,478.38,1397099.00,8054.78
4037,1.00,1413.00,473.97,1394753.00,8148.89
4040,1.00,1414.00,470.87,1729602.00,8855.01
4043,1.00,1415.00,467.47,1275010.00,7677.54
4046,1.00,1416.00,467.96,1350061.00,7863.89
4049,1.00,1417.00,475.74,1562462.00,8774.02
4052,1.00,1418.00,483.33,1850124.00,9938.50
4055,1.00,1419.00,489.06,1514921.00,8724.25
4058,1.00,1420.00,493.76,2262711.00,11328.45
4061,1.00,1421.00,497.59,3025485.00,13111.99
4064,1.00,1422.00,501.22,2131254.00,10892.53
4067,1.00,1423.00,504.82,1878816.00,9672.32
4070,1.00,1424.00,508.97,1672597.00,8601.38
4073,1.00,1425.00,511.29,2099278.00,10305.66
4076,1.00,1426.00,509.93,2141337.00,11086.99
4079,1.00,1427.00,500.80,1499532.00,9801.53
4082,1.00,1428.00,489.79,1218858.00,8134.57
4085,1.00,1429.00,482.61,1924340.00,10218.91
4088,1.00,1430.00,477.11,1744085.00,9337.19
4091,1.00,1431.00,472.46,2191412.00,11088.03
4094,1.00,1432.00,469.46,1541307.00,8785.31
4097,1.00,1433.00,465.29,1271508.00,7775.34
4100,1.00,1434.00,461.66,1252200.00,7526.01
4103,1.00,1435.00,458.43,1236417.00,6907.73
4106,1.00,1436.00,461.55,1328379.00,8754.55
4109,1.00,1437.00,473.32,1482617.00,9073.39
4112,1.00,1438.00,479.48,2201008.00,10594.47
4115,1.00,1439.00,484.67,2524020.00,11599.53
4118,1.00,1440.00,488.66,2867226.00,12932.49
4121,1.00,1441.00,492.74,2431142.00,11600.68
4124,1.00,1442.00,497.06,2937775.00,13397.45
4127,1.00,1443.00,501.18,2184263.00,10956.49
4130,1.00,1444.00,504.21,2111902.00,10419.71
4133,1.00,1445.00,506.63,2318798.00,12007.50
4136,1.00,1446.00,502.41,2516626.00,13060.43
4139,1.00,1447.00,493.69,2068312.00,11444.35
4142,1.00,1448.00,486.48,1342100.00,8117.19
4145,1.00,1449.00,479.10,1103439.00,7063.26
4148,1.00,1450.00,473.61,1153751.00,7439.36
4151,1.00,1451.00,468.44,1370796.00,7877.97
4154,1.00,1452.00,464.43,1093503.00,6858.16
4157,1.00,1453.00,461.02,1254995.00,7537.47
4160,1.00,1454.00,458.02,1404369.00,7729.81
4163,1.00,1455.00,455.13,1298255.00,7723.29
4166,1.00,1456.00,462.13,1121438.00,8352.72
4169,1.00,1457.00,473.60,1129951.00,7507.12
4172,1.00,1458.00,481.84,1210173.00,7621.01
4175,1.00,1459.00,488.27,1397977.00,7862.14
4178,1.00,1460.00,493.06,1465821.00,8784.45
4181,1.00,1461.00,497.63,1454717.00,8339.01
4184,1.00,1462.00,501.79,1402552.00,8208.55
4187,1.00,1463.00,505.67,1240407.00,7540.89
4190,1.00,1464.00,509.22,1145301.00,6795.16
4193,1.00,1465.00,513.38,1284355.00,7383.80
4196,1.00,1466.00,507.01,1854843.00,10939.38
4199,1.00,1467.00,497.26,1423840.00,8399.02
4202,1.00,1468.00,489.32,1738119.00,9661.43
4205,1.00,1469.00,484.86,1681569.00,8654.71
4208,1.00,1470.00,481.02,1454391.00,8403.00
4211,1.00,1471.00,475.91,2007397.00,9398.14
4214,1.00,1472.00,473.43,2001446.00,10160.18
4217,1.00,1473.00,469.70,2097418.00,10056.08
4220,1.00,1474.00,466.35,1493391.00,8003.77
4223,1.00,1475.00,464.60,1228501.00,7404.68
4226,1.00,1476.00,476.38,1402359.00,8508.61
4229,1.00,1477.00,484.53,1573262.00,8847.80
4232,1.00,1478.00,490.90,2060969.00,10769.26
4235,1.00,1479.00,495.52,2215831.00,10815.10
4238,1.00,1480.00,501.24,1577369.00,8857.61
4241,1.00,1481.00,506.08,1124616.00,7049.65
4244,1.00,1482.00,510.99,1362041.00,7398.78
4247,1.00,1483.00,513.91,1317345.00,7150.11
4250,1.00,1484.00,516.70,1190222.00,7412.70
4253,1.00,1485.00,518.45,1040407.00,6885.34
4256,1.00,1486.00,508.76,1477680.00,9201.72
4259,1.00,1487.00,498.86,1137727.00,7574.05
4262,1.00,1488.00,490.97,1180899.00,7483.09
4265,1.00,1489.00,485.10,1245989.00,7056.29
4268,1.00,1490.00,480.21,1195438.00,7217.62
4271,1.00,1491.00,475.53,1187626.00,6954.14
4274,1.00,1492.00,471.71,1275549.00,7671.94
4277,1.00,1493.00,468.02,1335266.00,7513.36
4280,1.00,1494.00,466.08,1572668.00,8366.30
4283,1.00,1495.00,467.08,1727380.00,9497.41
4286,1.00,1496.00,475.11,1827068.00,10576.26
4289,1.00,1497.00,481.25,1683974.00,9219.67
4292,1.00,1498.00,489.52,1348221.00,8368.50
4295,1.00,1499.00,496.61,1623899.00,8890.73
4298,1.00,1500.00,500.28,1927899.00,9126.04
4301,1.00,1501.00,504.69,1430943.00,7784.24
4304,1.00,1502.00,508.98,1569406.00,8076.57
4307,1.00,1503.00,510.50,2280133.00,10554.68
4310,1.00,1504.00,513.33,1578070.00,7871.35
4313,1.00,1505.00,511.78,1543321.00,9049.04
4316,1.00,1506.00,501.55,1335975.00,8529.52
4319,1.00,1507.00,491.97,1312034.00,8650.21
4322,1.00,1508.00,483.30,1017733.00,6709.38
4325,1.00,1509.00,477.43,1318516.00,7744.97
4328,1.00,1510.00,472.54,1694717.00,8616.76
4331,1.00,1511.00,469.86,1914004.00,9325.33
4334,1.00,1512.00,466.34,1799023.00,9021.80
4337,1.00,1513.00,464.24,1839747.00,9699.94
4340,1.00,1514.00,460.77,2100673.00,10031.87
4343,1.00,1515.00,464.15,1545362.00,9344.07
4346,1.00,1516.00,473.54,1598661.00,9059.19
4349,1.00,1517.00,480.51,1924457.00,9794.62
4352,1.00,1518.00,485.64,1525150.00,8354.33
4355,1.00,1519.00,491.54,1068573.00,6943.84
4358,1.00,1520.00,497.31,1071235.00,6574.22
4361,1.00,1521.00,501.57,1474501.00,7877.88
4364,1.00,1522.00,505.55,1345834.00,7540.89
4367,1.00,1523.00,509.65,2171727.00,10171.20
4370,1.00,1524.00,512.58,2770050.00,12070.12
4373,1.00,1525.00,506.72,1912791.00,11288.39
4376,1.00,1526.00,496.52,2235951.00,12279.10
4379,1.00,1527.00,491.08,2064542.00,10685.95
4382,1.00,1528.00,485.21,1581503.00,9043.08
4385,1.00,1529.00,479.22,1467147.00,8046.49
4388,1.00,1530.00,475.39,1957325.00,10203.63
4391,1.00,1531.00,472.52,1357113.00,7653.60
4394,1.00,1532.00,468.32,1221869.00,7319.82
4397,1.00,1533.00,464.21,1205101.00,7335.64
4400,1.00,1534.00,462.30,1455067.00,8244.35
4403,1.00,1535.00,466.56,1699293.00,9206.68
4406,1.00,1536.00,475.19,1391893.00,8604.47
4409,1.00,1537.00,484.05,1247381.00,7646.23
4412,1.00,1538.00,490.32,1133561.00,7420.33
4415,1.00,1539.00,496.89,1211588.00,7567.12
4418,1.00,1540.00,501.48,1411891.00,7830.56
4421,1.00,1541.00,505.85,1946462.00,9322.80
4424,1.00,1542.00,510.04,2000959.00,10262.36
4427,1.00,1543.00,512.44,1602957.00,7570.18
4430,1.00,1544.00,513.52,1432055.00,7935.04
4433,1.00,1545.00,503.77,1512259.00,10397.17
4436,1.00,1546.00,492.58,1951340.00,11209.37
4439,1.00,1547.00,485.63,1935139.00,9638.50
4442,1.00,1548.00,481.39,1881935.00,9674.67
4445,1.00,1549.00,476.96,1282433.00,7394.81
4448,1.00,1550.00,473.48,1877141.00,9351.94
4451,1.00,1551.00,469.35,1685556.00,9062.02
4454,1.00,1552.00,465.26,2159607.00,10862.23
4457,1.00,1553.00,462.87,1594235.00,8218.61
4460,1.00,1554.00,462.69,2006877.00,9819.34
4463,1.00,1555.00,469.01,1618307.00,9355.05
4466,1.00,1556.00,478.17,1658840.00,9147.48
4469,1.00,1557.00,484.46,1455650.00,8300.75
4472,1.00,1558.00,490.71,1249157.00,7819.33
4475,1.00,1559.00,497.20,1098800.00,6693.31
4478,1.00,1560.00,502.84,1111993.00,6635.38
4481,1.00,1561.00,507.18,1400562.00,7208.85
4484,1.00,1562.00,511.18,1308163.00,6888.34
4487,1.00,1563.00,514.70,1320868.00,7060.27
4490,1.00,1564.00,514.66,1126195.00,7466.67
4493,1.00,1565.00,505.80,1659009.00,9588.99
4496,1.00,1566.00,496.03,1502791.00,8889.28
4499,1.00,1567.00,488.40,1512584.00,8454.66
4502,1.00,1568.00,483.24,1747398.00,9125.55
4505,1.00,1569.00,478.61,1329089.00,7638.33
4508,1.00,1570.00,474.81,1306519.00,7526.98
4511,1.00,1571.00,470.90,1545575.00,8096.01
4514,1.00,1572.00,467.54,1686088.00,8907.01
4517,1.00,1573.00,463.91,1708994.00,8592.31
4520,1.00,1574.00,463.02,2063293.00,10453.48
4523,1.00,1575.00,471.26,2070103.00,10786.65
4526,1.00,1576.00,479.77,1597032.00,9122.91
4529,1.00,1577.00,485.01,2169829.00,10931.21
4532,1.00,1578.00,490.81,1499951.00,8798.59
4535,1.00,1579.00,494.91,2008821.00,9801.78
4538,1.00,1580.00,498.94,1681446.00,8660.50
4541,1.00,1581.00,502.89,1509895.00,8224.55
4544,1.00,1582.00,507.39,1944212.00,9372.19
4547,1.00,1583.00,509.62,1954439.00,9934.86
4550,1.00,1584.00,506.47,1742017.00,11257.87
4553,1.00,1585.00,496.16,2193300.00,11256.81
4556,1.00,1586.00,489.91,1811771.00,9868.69
4559,1.00,1587.00,484.40,1544938.00,8366.90
4562,1.00,1588.00,478.91,1615210.00,8643.65
4565,1.00,1589.00,475.19,1756046.00,9081.32
4568,1.00,1590.00,471.10,1753362.00,8700.59
4571,1.00,1591.00,468.32,1267010.00,7339.34
4574,1.00,1592.00,465.06,1155049.00,7082.70
4577,1.00,1593.00,461.87,1500380.00,7793.52
4580,1.00,1594.00,466.39,1683343.00,9255.42
4583,1.00,1595.00,473.87,1884605.00,9950.49
4586,1.00,1596.00,481.90,1593926.00,8625.81
4589,1.00,1597.00,486.97,1379040.00,8199.99
4592,1.00,1598.00,492.88,1218441.00,7753.39
4595,1.00,1599.00,498.26,1214790.00,7125.67
4598,1.00,1600.00,501.87,1428338.00,8136.52
4601,1.00,1601.00,507.14,1903806.00,9694.99
4604,1.00,1602.00,509.57,1606013.00,8152.00
4607,1.00,1603.00,512.53,1533111.00,7501.64
4610,1.00,1604.00,506.36,1374288.00,9294.95
4613,1.00,1605.00,492.70,1439373.00,9423.91
4616,1.00,1606.00,485.29,1457663.00,8274.92
4619,1.00,1607.00,479.90,1547737.00,8417.36
4622,1.00,1608.00,475.22,1780467.00,9579.65
4625,1.00,1609.00,470.72,1466838.00,7972.92
4628,1.00,1610.00,465.82,2156049.00,9700.00
4631,1.00,1611.00,462.70,2734402.00,12413.97
4634,1.00,1612.00,461.22,2920344.00,12925.63
4637,1.00,1613.00,459.96,2767125.00,12471.71
4640,1.00,1614.00,467.23,2560331.00,12547.88
4643,1.00,1615.00,474.99,2534707.00,12073.21
4646,1.00,1616.00,481.60,1825820.00,9678.52
4649,1.00,1617.00,488.19,2040506.00,10341.62
4652,1.00,1618.00,492.81,1412206.00,8602.89
4655,1.00,1619.00,499.80,1098030.00,6461.71
4658,1.00,1620.00,504.30,1355259.00,7809.71
4661,1.00,1621.00,507.71,1437095.00,7890.69
4664,1.00,1622.00,510.95,1687283.00,8970.00
4667,1.00,1623.00,512.94,1297450.00,7575.89
4670,1.00,1624.00,504.02,1616780.00,10249.42
4673,1.00,1625.00,494.10,1253513.00,8033.84
4676,1.00,1626.00,485.29,1408828.00,8245.90
4679,1.00,1627.00,479.78,1535924.00,8713.79
4682,1.00,1628.00,474.15,1774076.00,9429.65
4685,1.00,1629.00,470.46,1930124.00,9398.74
4688,1.00,1630.00,466.82,1592905.00,8207.12
4691,1.00,1631.00,463.92,1599841.00,8498.52
4694,1.00,1632.00,461.24,1161793.00,7322.07
4697,1.00,1633.00,460.46,1064863.00,6532.74
4700,1.00,1634.00,471.22,1348629.00,8626.26
4703,1.00,1635.00,479.82,1740268.00,9433.37
4706,1.00,1636.00,486.58,1596725.00,9394.39
4709,1.00,1637.00,492.70,1468044.00,8839.41
4712,1.00,1638.00,498.66,1227503.00,7178.75
4715,1.00,1639.00,503.10,1404634.00,7786.40
4718,1.00,1640.00,506.54,1660731.00,8434.35
4721,1.00,1641.00,510.29,1563112.00,8312.73
4724,1.00,1642.00,513.44,1233403.00,7321.13
4727,1.00,1643.00,513.74,1046282.00,7017.62
4730,1.00,1644.00,501.66,1131418.00,8144.39
4733,1.00,1645.00,491.98,1207673.00,7875.10
4736,1.00,1646.00,486.50,1313654.00,7808.59
4739,1.00,1647.00,479.54,1614844.00,8492.85
4742,1.00,1648.00,475.36,2041763.00,10335.18
4745,1.00,1649.00,471.95,1709428.00,8655.06
4748,1.00,1650.00,467.84,1721687.00,8600.72
4751,1.00,1651.00,465.67,1352939.00,7464.20
4754,1.00,1652.00,462.68,1650228.00,8595.89
4757,1.00,1653.00,464.87,1762508.00,9642.57
4760,1.00,1654.00,474.75,1796493.00,9963.12
4763,1.00,1655.00,482.11,1894344.00,9192.51
4766,1.00,1656.00,487.82,1394663.00,7945.90
4769,1.00,1657.00,495.48,1621906.00,8448.81
4772,1.00,1658.00,499.33,1862530.00,10010.33
4775,1.00,1659.00,502.15,1642990.00,8534.87
4778,1.00,1660.00,506.23,1858152.00,9374.71
4781,1.00,1661.00,510.71,1875378.00,8882.60
4784,1.00,1662.00,513.58,2208705.00,10605.74
4787,1.00,1663.00,510.50,2135698.00,10961.16
4790,1.00,1664.00,502.72,1864429.00,9969.01
4793,1.00,1665.00,495.37,2340701.00,12336.71
4796,1.00,1666.00,490.22,2254308.00,11240.85
4799,1.00,1667.00,485.83,1811044.00,9445.93
4802,1.00,1668.00,480.51,1955609.00,9447.59
4805,1.00,1669.00,477.31,1899759.00,9135.04
4808,1.00,1670.00,474.28,1462715.00,7674.00
4811,1.00,1671.00,470.90,1648067.00,8641.02
4814,1.00,1672.00,467.99,1720044.00,8375.36
4817,1.00,1673.00,471.46,2029168.00,10928.83
4820,1.00,1674.00,480.70,2065754.00,10229.47
4823,1.00,1675.00,487.96,1897444.00,10671.68
4826,1.00,1676.00,494.42,1703502.00,9676.56
4829,1.00,1677.00,499.88,1290829.00,7336.82
4832,1.00,1678.00,505.14,1409191.00,7780.97
4835,1.00,1679.00,509.31,1680400.00,7982.82
4838,1.00,1680.00,512.23,1203831.00,6602.81
4841,1.00,1681.00,515.61,1706975.00,8852.79
4844,1.00,1682.00,517.57,1894970.00,8956.80
4847,1.00,1683.00,512.29,1950444.00,10567.98
4850,1.00,1684.00,502.65,1863477.00,10541.16
4853,1.00,1685.00,496.15,1692043.00,8942.49
4856,1.00,1686.00,490.47,1287533.00,7680.36
4859,1.00,1687.00,483.69,1438120.00,7907.03
4862,1.00,1688.00,477.34,1554834.00,8349.07
4865,1.00,1689.00,473.79,2132256.00,10292.10
4868,1.00,1690.00,470.85,1715011.00,8527.00
4871,1.00,1691.00,467.16,2179599.00,10148.79
4874,1.00,1692.00,465.92,2799102.00,12042.60
4877,1.00,1693.00,472.29,2583113.00,12681.36
4880,1.00,1694.00,480.35,2322935.00,11441.48
4883,1.00,1695.00,485.94,2068474.00,10956.92
4886,1.00,1696.00,490.84,1705151.00,9950.77
4889,1.00,1697.00,495.79,1577511.00,8839.47
4892,1.00,1698.00,500.34,1375192.00,8219.61
4895,1.00,1699.00,504.18,1211355.00,7497.87
4898,1.00,1700.00,508.48,1600070.00,8385.33
4901,1.00,1701.00,510.91,1759067.00,9177.85
4904,1.00,1702.00,512.12,1560636.00,9157.45
4907,1.00,1703.00,504.54,1804167.00,10934.28
4910,1.00,1704.00,496.67,1470942.00,8488.51
4913,1.00,1705.00,489.62,1337604.00,8103.22
4916,1.00,1706.00,484.64,1474980.00,8580.96
4919,1.00,1707.00,479.68,1472149.00,8655.10
4922,1.00,1708.00,474.94,1490435.00,8611.27
4925,1.00,1709.00,470.71,1497090.00,8993.31
4928,1.00,1710.00,467.36,1196456.00,7262.29
4931,1.00,1711.00,463.09,1080236.00,6648.60
4934,1.00,1712.00,463.12,1325550.00,7709.00
4937,1.00,1713.00,471.02,1337018.00,8490.00
4940,1.00,1714.00,480.02,1068152.00,6760.27
4943,1.00,1715.00,487.50,1339489.00,7662.02
4946,1.00,1716.00,492.00,1610468.00,9073.37
4949,1.00,1717.00,495.29,1755810.00,10412.51
4952,1.00,1718.00,500.23,1615674.00,8223.66
4955,1.00,1719.00,505.29,1176084.00,7101.73
4958,1.00,1720.00,508.64,1077929.00,6363.77
4961,1.00,1721.00,512.29,1695421.00,8212.12
4964,1.00,1722.00,511.66,2041402.00,10397.53
4967,1.00,1723.00,502.41,1633457.00,8969.78
4970,1.00,1724.00,494.16,1997279.00,10620.40
4973,1.00,1725.00,488.38,1511936.00,8471.55
4976,1.00,1726.00,483.08,1338126.00,7388.16
4979,1.00,1727.00,477.09,1089528.00,6977.37
4982,1.00,1728.00,472.15,1024895.00,6592.16
4985,1.00,1729.00,467.96,1230191.00,7433.77
4988,1.00,1730.00,465.67,1379235.00,8081.98
4991,1.00,1731.00,462.67,1111520.00,6198.93
4994,1.00,1732.00,465.63,1601667.00,8923.05
4997,1.00,1733.00,474.23,1780190.00,10295.43
5000,1.00,1734.00,482.17,1647176.00,8825.60
5003,1.00,1735.00,487.56,1739909.00,8765.26
5006,1.00,1736.00,491.94,1602827.00,8910.69
5009,1.00,1737.00,496.68,1433174.00,7628.43
5012,1.00,1738.00,500.99,1611145.00,8342.99
5015,1.00,1739.00,504.37,2036293.00,10436.88
5018,1.00,1740.00,506.08,2172875.00,11026.64
5021,1.00,1741.00,508.93,2023773.00,9938.62
5024,1.00,1742.00,504.43,1814697.00,10782.83
5027,1.00,1743.00,494.63,2174179.00,11542.07
5030,1.00,1744.00,487.97,1834082.00,9736.73
5033,1.00,1745.00,482.58,2022052.00,10392.73
5036,1.00,1746.00,478.75,1839879.00,8944.88
5039,1.00,1747.00,474.33,1337701.00,8087.42
5042,1.00,1748.00,470.27,1523174.00,8043.27
5045,1.00,1749.00,467.31,1345242.00,7542.27
5048,1.00,1750.00,464.51,1361033.00,7494.55
5051,1.00,1751.00,461.46,1536414.00,7997.25
5054,1.00,1752.00,466.09,1791469.00,9897.33
5057,1.00,1753.00,474.66,1676528.00,9174.18
5060,1.00,1754.00,481.40,1275003.00,7713.74
5063,1.00,1755.00,487.56,1384489.00,8028.64
5066,1.00,1756.00,491.92,1327668.00,7999.30
5069,1.00,1757.00,496.96,1332643.00,7873.53
5072,1.00,1758.00,501.07,1355846.00,7766.41
5075,1.00,1759.00,503.37,1551869.00,9048.11
5078,1.00,1760.00,506.54,1554938.00,8237.27
5081,1.00,1761.00,508.80,1662028.00,8810.88
5084,1.00,1762.00,503.00,1565687.00,9801.05
5087,1.00,1763.00,493.25,1254166.00,8393.57
5090,1.00,1764.00,484.52,1080802.00,6904.04
5093,1.00,1765.00,478.09,1139599.00,7062.86
5096,1.00,1766.00,472.10,1132290.00,7118.25
5099,1.00,1767.00,466.57,1389751.00,7693.00
5102,1.00,1768.00,464.02,1639607.00,8875.16
5105,1.00,1769.00,461.01,1546590.00,9039.14
5108,1.00,1770.00,457.13,1272632.00,7400.82
5111,1.00,1771.00,455.40,1323765.00,7715.21
5114,1.00,1772.00,463.90,1541555.00,9013.53
5117,1.00,1773.00,470.78,1599994.00,9143.09
5120,1.00,1774.00,478.08,1431731.00,7943.99
5123,1.00,1775.00,484.94,1190173.00,6816.85
5126,1.00,1776.00,488.88,1572503.00,8367.42
5129,1.00,1777.00,492.72,1754399.00,8962.69
5132,1.00,1778.00,496.26,1584987.00,8264.64
5135,1.00,1779.00,500.40,1188766.00,7065.22
5138,1.00,1780.00,503.79,1477725.00,7993.18
5141,1.00,1781.00,504.71,2329381.00,11250.94
5144,1.00,1782.00,497.68,2465080.00,12884.70
5147,1.00,1783.00,489.73,1195519.00,7678.90
5150,1.00,1784.00,482.30,1325431.00,7513.58
5153,1.00,1785.00,476.62,1951101.00,9757.36
5156,1.00,1786.00,472.12,1651592.00,8863.46
5159,1.00,1787.00,467.42,1340083.00,7518.39
5162,1.00,1788.00,463.32,1463858.00,7947.70
5165,1.00,1789.00,460.77,1876620.00,9911.12
5168,1.00,1790.00,456.94,1382071.00,7810.06
5171,1.00,1791.00,458.04,1546971.00,9337.62
5174,1.00,1792.00,466.35,1458532.00,8775.03
5177,1.00,1793.00,476.53,1446199.00,8317.05
5180,1.00,1794.00,482.85,1265754.00,7442.43
5183,1.00,1795.00,489.43,1131159.00,7056.21
5186,1.00,1796.00,494.64,1079129.00,6583.33
