,tag,t,z,mass,width
1457,1.00,553.00,556.49,1454009.00,8783.94
1460,1.00,554.00,561.84,1219035.00,6762.69
1463,1.00,555.00,566.05,963910.00,6145.81
1466,1.00,556.00,569.95,1068831.00,6328.64
1469,1.00,557.00,572.19,1091048.00,6957.52
1472,1.00,558.00,566.44,1467080.00,9617.22
1475,1.00,559.00,555.71,1871010.00,10940.25
1478,1.00,560.00,548.51,1841961.00,10100.60
1481,1.00,561.00,542.64,1760159.00,9218.82
1484,1.00,562.00,537.98,1613579.00,9019.58
1487,1.00,563.00,532.96,1553129.00,8820.61
1490,1.00,564.00,529.65,1468244.00,8478.87
1493,1.00,565.00,526.32,1737367.00,9148.60
1496,1.00,566.00,525.07,1519018.00,8793.96
1499,1.00,567.00,523.06,2015811.00,10386.77
1502,1.00,568.00,529.29,1992614.00,11125.05
1505,1.00,569.00,536.17,2681679.00,12513.40
1508,1.00,570.00,542.75,1617187.00,9476.00
1511,1.00,571.00,549.65,1145756.00,7510.66
1514,1.00,572.00,555.28,958901.00,6537.99
1517,1.00,573.00,561.80,1109806.00,6611.90
1520,1.00,574.00,565.66,1593672.00,8422.21
1523,1.00,575.00,569.50,1363189.00,7747.94
1526,1.00,576.00,573.09,1462751.00,7313.90
1529,1.00,577.00,573.95,1942417.00,9668.62
1532,1.00,578.00,566.61,2271669.00,12286.40
1535,1.00,579.00,557.84,1537825.00,9316.45
1538,1.00,580.00,552.34,1556026.00,8888.18
1541,1.00,581.00,545.10,1103906.00,7081.94
1544,1.00,582.00,539.50,1082413.00,6746.74
1547,1.00,583.00,535.45,1442854.00,8381.27
1550,1.00,584.00,532.38,1667868.00,8941.96
1553,1.00,585.00,528.57,1540456.00,8876.56
1556,1.00,586.00,525.63,1521098.00,8081.08
1559,1.00,587.00,523.91,1614457.00,8892.96
1562,1.00,588.00,533.61,1319878.00,8499.03
1565,1.00,589.00,542.95,1209085.00,7829.81
1568,1.00,590.00,550.55,1077549.00,6510.53
1571,1.00,591.00,556.50,1068712.00,6704.67
1574,1.00,592.00,561.08,2086954.00,10105.69
1577,1.00,593.00,565.00,1933553.00,9696.51
1580,1.00,594.00,569.47,1429190.00,8273.39
1583,1.00,595.00,574.55,1389723.00,7705.27
1586,1.00,596.00,577.44,1761783.00,8707.73
1589,1.00,597.00,576.39,1566877.00,8961.32
1592,1.00,598.00,564.88,1291343.00,8517.47
1595,1.00,599.00,556.24,1363972.00,7998.82
1598,1.00,600.00,549.35,1153754.00,6876.43
1601,1.00,601.00,543.48,1332476.00,7681.36
1604,1.00,602.00,538.44,1531542.00,8252.01
1607,1.00,603.00,534.43,1486955.00,8284.37
1610,1.00,604.00,530.29,1184642.00,7154.00
1613,1.00,605.00,527.29,1929549.00,9875.97
1616,1.00,606.00,523.97,2168517.00,10894.37
1619,1.00,607.00,525.13,2079597.00,11256.87
1622,1.00,608.00,534.05,2006558.00,10372.85
1625,1.00,609.00,541.17,1646385.00,8959.44
1628,1.00,610.00,548.25,1154158.00,7071.20
1631,1.00,611.00,553.77,1630237.00,9139.22
1634,1.00,612.00,558.09,1511315.00,9269.90
1637,1.00,613.00,562.13,2104622.00,11461.85
1640,1.00,614.00,567.24,2229850.00,10831.43
1643,1.00,615.00,569.74,2022451.00,9811.60
1646,1.00,616.00,571.73,1592205.00,8403.34
1649,1.00,617.00,568.52,1263064.00,8588.38
1652,1.00,618.00,556.72,1498076.00,10009.57
1655,1.00,619.00,549.57,1797680.00,9642.64
1658,1.00,620.00,544.16,1861426.00,9867.12
1661,1.00,621.00,539.38,1718686.00,9247.65
1664,1.00,622.00,534.59,1282943.00,7806.19
1667,1.00,623.00,529.15,1118170.00,7165.28
1670,1.00,624.00,525.31,982468.00,6245.41
1673,1.00,625.00,519.54,947411.00,6206.10
1676,1.00,626.00,516.84,1072664.00,6697.96
1679,1.00,627.00,522.79,1415009.00,8989.52
1682,1.00,628.00,532.88,1733385.00,9854.53
1685,1.00,629.00,538.82,2054000.00,10260.69
1688,1.00,630.00,545.25,2191516.00,10572.27
1691,1.00,631.00,549.35,2310872.00,11177.93
1694,1.00,632.00,554.75,1666314.00,9184.63
1697,1.00,633.00,558.85,1821156.00,9381.96
1700,1.00,634.00,561.66,2239396.00,11498.40
1703,1.00,635.00,564.42,1955130.00,9371.77
1706,1.00,636.00,566.59,1508717.00,7826.06
1709,1.00,637.00,561.03,1865589.00,10863.69
1712,1.00,638.00,552.23,1486056.00,8474.77
1715,1.00,639.00,542.46,1198243.00,7546.09
1718,1.00,640.00,535.74,1678570.00,9097.47
1721,1.00,641.00,530.83,2125641.00,10112.33
1724,1.00,642.00,527.56,2073156.00,10042.98
1727,1.00,643.00,524.38,1432737.00,8164.15
1730,1.00,644.00,520.55,1297108.00,7533.04
1733,1.00,645.00,516.41,1347882.00,7179.21
1736,1.00,646.00,514.09,1202012.00,6716.84
1739,1.00,647.00,520.52,1373271.00,8464.90
1742,1.00,648.00,529.71,1176508.00,7215.30
1745,1.00,649.00,536.62,1304006.00,7434.04
1748,1.00,650.00,541.41,1940543.00,9906.38
1751,1.00,651.00,545.88,2007912.00,9665.29
1754,1.00,652.00,550.49,1609025.00,8641.39
1757,1.00,653.00,552.78,1829258.00,9882.91
1760,1.00,654.00,556.30,1828546.00,10036.60
1763,1.00,655.00,560.33,1931002.00,9653.64
1766,1.00,656.00,561.91,1330273.00,7770.45
1769,1.00,657.00,549.61,1107043.00,7517.82
1772,1.00,658.00,541.16,1598914.00,9369.86
1775,1.00,659.00,533.00,2011818.00,10388.51
1778,1.00,660.00,529.29,2079580.00,10658.76
1781,1.00,661.00,525.04,1789902.00,9809.50
1784,1.00,662.00,521.29,1386778.00,8176.96
1787,1.00,663.00,516.50,1453838.00,7983.03
1790,1.00,664.00,512.25,1736418.00,8861.58
1793,1.00,665.00,507.60,1949319.00,9579.24
1796,1.00,666.00,507.90,2462471.00,11089.52
1799,1.00,667.00,516.84,2016405.00,11086.66
1802,1.00,668.00,525.98,2086480.00,11132.05
1805,1.00,669.00,532.32,1859889.00,9274.17
1808,1.00,670.00,536.47,1590024.00,8260.80
1811,1.00,671.00,542.07,1566032.00,8754.40
1814,1.00,672.00,546.50,1627250.00,8685.13
1817,1.00,673.00,550.19,1244655.00,7759.39
1820,1.00,674.00,554.29,1542698.00,8346.51
1823,1.00,675.00,555.64,2146791.00,10799.39
1826,1.00,676.00,555.12,2589240.00,13308.44
1829,1.00,677.00,547.39,2261018.00,12484.27
1832,1.00,678.00,538.54,2130067.00,11663.86
1835,1.00,679.00,531.56,1964303.00,9873.28
1838,1.00,680.00,526.65,1161410.00,7511.71
1841,1.00,681.00,521.41,1279537.00,7881.28
1844,1.00,682.00,516.35,1388560.00,8277.67
1847,1.00,683.00,512.20,1227879.00,7366.49
1850,1.00,684.00,508.94,935785.00,5683.37
1853,1.00,685.00,506.14,1071282.00,6337.85
1856,1.00,686.00,508.79,1332977.00,9133.56
1859,1.00,687.00,518.92,1841648.00,10020.06
1862,1.00,688.00,526.27,1790310.00,9704.95
1865,1.00,689.00,532.55,1196401.00,7210.92
1868,1.00,690.00,539.04,1019010.00,6080.00
1871,1.00,691.00,544.98,1412338.00,7735.17
1874,1.00,692.00,549.20,1397356.00,7575.45
1877,1.00,693.00,552.89,1106557.00,6739.83
1880,1.00,694.00,557.11,1140321.00,6982.92
1883,1.00,695.00,560.03,1145538.00,6724.11
1886,1.00,696.00,555.55,1050968.00,7941.08
1889,1.00,697.00,544.04,1076337.00,7461.53
1892,1.00,698.00,535.25,1285996.00,7436.21
1895,1.00,699.00,530.22,1405776.00,8416.56
1898,1.00,700.00,525.81,1538094.00,9412.32
1901,1.00,701.00,520.49,1634684.00,9526.58
1904,1.00,702.00,517.33,1553007.00,8572.16
1907,1.00,703.00,513.85,1172283.00,7201.37
1910,1.00,704.00,511.25,1554326.00,8073.16
1913,1.00,705.00,508.08,1536519.00,8158.43
1916,1.00,706.00,512.66,1553815.00,9125.08
1919,1.00,707.00,522.90,1626934.00,9295.65
1922,1.00,708.00,529.06,1987163.00,9676.61
1925,1.00,709.00,533.22,1865022.00,9531.80
1928,1.00,710.00,539.06,2105775.00,10167.02
1931,1.00,711.00,543.24,2543216.00,11151.68
1934,1.00,712.00,547.02,2349864.00,11505.93
1937,1.00,713.00,550.62,2103623.00,10508.66
1940,1.00,714.00,553.36,1342899.00,8079.98
1943,1.00,715.00,556.73,1065767.00,6825.97
1946,1.00,716.00,549.47,1519941.00,9895.65
1949,1.00,717.00,541.92,1434611.00,8678.65
1952,1.00,718.00,532.35,1374587.00,8680.22
1955,1.00,719.00,526.35,1751453.00,9774.70
1958,1.00,720.00,521.11,1527597.00,8862.16
1961,1.00,721.00,516.14,1217395.00,7460.94
1964,1.00,722.00,512.33,1010177.00,6302.13
1967,1.00,723.00,508.14,990264.00,6116.22
1970,1.00,724.00,505.00,1258060.00,6804.24
1973,1.00,725.00,502.51,1596073.00,8200.33
1976,1.00,726.00,510.17,1293784.00,8058.07
1979,1.00,727.00,519.96,1001566.00,6957.69
1982,1.00,728.00,529.25,1280932.00,8065.56
1985,1.00,729.00,535.53,1174274.00,6968.93
1988,1.00,730.00,541.17,1126114.00,6745.74
1991,1.00,731.00,545.76,1936784.00,9384.30
1994,1.00,732.00,550.19,1851975.00,9576.22
1997,1.00,733.00,553.86,1629462.00,9258.63
2000,1.00,734.00,559.93,1126168.00,6748.31
2003,1.00,735.00,561.56,1244196.00,7431.38
2006,1.00,736.00,549.82,1225924.00,8733.09
2009,1.00,737.00,538.70,1276101.00,8296.35
2012,1.00,738.00,531.27,1430851.00,8357.76
2015,1.00,739.00,525.90,1236323.00,7973.56
2018,1.00,740.00,520.07,1020403.00,6319.75
2021,1.00,741.00,516.13,920685.00,5600.36
2024,1.00,742.00,512.34,1428337.00,7858.29
2027,1.00,743.00,508.88,1481815.00,7990.08
2030,1.00,744.00,506.60,1222458.00,7093.48
2033,1.00,745.00,507.55,1329268.00,7953.09
2036,1.00,746.00,515.79,2195234.00,10178.68
2039,1.00,747.00,521.85,1764592.00,9607.43
2042,1.00,748.00,526.74,1614285.00,8503.28
2045,1.00,749.00,530.80,1601146.00,8619.34
2048,1.00,750.00,535.82,1303761.00,7271.29
2051,1.00,751.00,539.07,1375101.00,8038.53
2054,1.00,752.00,543.10,1441685.00,7837.59
2057,1.00,753.00,546.79,2144788.00,10245.53
2060,1.00,754.00,548.73,1506718.00,8081.74
2063,1.00,755.00,546.04,1192881.00,8470.08
2066,1.00,756.00,535.22,1771561.00,10530.27
2069,1.00,757.00,526.59,1868814.00,10579.46
2072,1.00,758.00,519.66,2101214.00,10819.76
2075,1.00,759.00,515.47,2150164.00,10411.78
2078,1.00,760.00,512.12,1878483.00,9773.44
2081,1.00,761.00,508.15,2384721.00,11328.97
2084,1.00,762.00,504.17,2071323.00,10868.74
2087,1.00,763.00,500.51,2476408.00,11414.02
2090,1.00,764.00,498.25,2731751.00,11912.11
2093,1.00,765.00,503.10,1400851.00,10015.85
2096,1.00,766.00,514.26,1221353.00,7607.66
2099,1.00,767.00,523.11,1083401.00,6662.30
2102,1.00,768.00,529.67,1251513.00,7405.13
2105,1.00,769.00,535.42,1854435.00,9865.51
2108,1.00,770.00,540.27,1533154.00,8293.88
2111,1.00,771.00,544.10,2200900.00,10301.56
2114,1.00,772.00,547.39,1900760.00,9164.93
2117,1.00,773.00,550.82,1794739.00,9323.19
2120,1.00,774.00,555.38,1353399.00,7989.44
2123,1.00,775.00,550.13,1527292.00,9946.34
2126,1.00,776.00,539.27,1541948.00,9522.36
2129,1.00,777.00,531.84,1747146.00,9107.74
2132,1.00,778.00,526.01,1876501.00,9172.69
2135,1.00,779.00,522.18,2132644.00,11619.10
2138,1.00,780.00,517.27,1841122.00,9379.68
2141,1.00,781.00,513.17,1830474.00,8810.66
2144,1.00,782.00,510.40,1839237.00,8802.78
2147,1.00,783.00,508.11,1514686.00,7951.87
2150,1.00,784.00,505.23,1264387.00,7053.81
2153,1.00,785.00,510.03,1986509.00,10530.45
2156,1.00,786.00,516.96,2222000.00,10640.95
2159,1.00,787.00,523.59,1782150.00,8769.14
2162,1.00,788.00,527.46,2603939.00,11703.18
2165,1.00,789.00,531.03,2481714.00,11581.48
2168,1.00,790.00,535.88,2186829.00,10762.07
2171,1.00,791.00,539.09,1751715.00,8744.24
2174,1.00,792.00,541.89,1639840.00,8435.09
2177,1.00,793.00,544.74,1275847.00,7398.88
2180,1.00,794.00,547.60,1609343.00,8705.37
2183,1.00,795.00,540.78,1465449.00,9563.15
2186,1.00,796.00,529.29,1066131.00,7438.09
2189,1.00,797.00,520.05,1342460.00,8098.20
2192,1.00,798.00,514.93,1348192.00,8219.97
2195,1.00,799.00,510.75,1707003.00,9421.21
2198,1.00,800.00,506.00,1349543.00,7835.82
2201,1.00,801.00,502.25,1858080.00,8801.08
2204,1.00,802.00,499.58,1668310.00,8570.77
2207,1.00,803.00,494.92,1266951.00,7597.11
2210,1.00,804.00,492.39,2135435.00,11083.31
2213,1.00,805.00,502.35,2451497.00,12376.56
2216,1.00,806.00,510.02,2585094.00,12101.28
2219,1.00,807.00,516.59,2361576.00,11408.74
2222,1.00,808.00,521.95,2201170.00,11828.86
2225,1.00,809.00,526.95,1882807.00,9805.44
2228,1.00,810.00,530.70,2169849.00,10752.12
2231,1.00,811.00,534.33,2570533.00,11288.44
2234,1.00,812.00,536.81,2250309.00,11077.03
2237,1.00,813.00,540.83,1457705.00,8063.64
2240,1.00,814.00,541.84,1546116.00,8890.13
2243,1.00,815.00,533.28,1694293.00,10047.97
2246,1.00,816.00,525.58,2070450.00,10990.97
2249,1.00,817.00,520.94,2258076.00,11923.79
2252,1.00,818.00,516.34,2497315.00,11526.89
2255,1.00,819.00,511.29,1997442.00,9700.37
2258,1.00,820.00,508.53,1843082.00,9265.40
2261,1.00,821.00,504.24,2141121.00,10769.66
2264,1.00,822.00,501.54,2522873.00,12487.07
2267,1.00,823.00,498.53,1945154.00,9764.31
2270,1.00,824.00,499.74,1839587.00,10163.61
2273,1.00,825.00,510.77,1981428.00,10104.23
2276,1.00,826.00,516.31,2420919.00,11034.41
2279,1.00,827.00,520.85,2751973.00,12202.93
2282,1.00,828.00,525.53,2685702.00,12417.72
2285,1.00,829.00,529.38,2636920.00,11898.76
2288,1.00,830.00,532.88,2564316.00,11739.38
2291,1.00,831.00,535.89,2601240.00,11813.40
2294,1.00,832.00,538.33,2004402.00,9907.91
2297,1.00,833.00,541.67,1443919.00,8116.38
2300,1.00,834.00,540.62,1437341.00,9410.62
2303,1.00,835.00,530.41,1484734.00,8843.57
2306,1.00,836.00,521.60,1413238.00,8778.89
2309,1.00,837.00,516.92,1637709.00,8672.79
2312,1.00,838.00,510.99,1445368.00,8385.05
2315,1.00,839.00,504.74,1634349.00,8908.50
2318,1.00,840.00,501.59,2266942.00,11613.16
2321,1.00,841.00,498.25,2073985.00,10247.85
2324,1.00,842.00,495.63,2496126.00,12281.27
2327,1.00,843.00,492.60,2161084.00,11027.50
2330,1.00,844.00,495.09,2420979.00,12595.86
2333,1.00,845.00,504.50,2483211.00,11697.82
2336,1.00,846.00,510.15,1917646.00,9936.78
2339,1.00,847.00,516.73,2207812.00,10763.58
2342,1.00,848.00,522.85,2556401.00,12276.26
2345,1.00,849.00,526.70,2866007.00,12395.09
2348,1.00,850.00,530.96,1437395.00,7972.03
2351,1.00,851.00,535.21,1685435.00,9338.10
2354,1.00,852.00,536.93,1893804.00,9440.09
2357,1.00,853.00,540.84,1433170.00,7823.07
2360,1.00,854.00,534.49,1890407.00,11398.05
2363,1.00,855.00,526.65,1742207.00,9715.76
2366,1.00,856.00,519.19,1818111.00,9997.48
2369,1.00,857.00,514.19,1911491.00,9618.92
2372,1.00,858.00,510.67,1828222.00,9030.61
2375,1.00,859.00,506.96,1840945.00,9362.53
2378,1.00,860.00,504.77,1615760.00,8510.17
2381,1.00,861.00,501.09,1157583.00,6784.93
2384,1.00,862.00,497.52,1442829.00,7547.38
2387,1.00,863.00,493.91,1995350.00,9695.97
2390,1.00,864.00,500.33,1790210.00,10485.04
2393,1.00,865.00,509.18,2113666.00,9844.12
2396,1.00,866.00,515.50,1890903.00,9269.27
2399,1.00,867.00,522.30,2039837.00,10295.45
2402,1.00,868.00,526.42,1973084.00,10403.30
2405,1.00,869.00,529.70,1789873.00,9473.41
2408,1.00,870.00,534.27,1388948.00,7522.43
2411,1.00,871.00,537.11,1645166.00,8719.28
2414,1.00,872.00,542.26,1280064.00,7225.16
2417,1.00,873.00,544.92,1398676.00,7907.40
2420,1.00,874.00,536.37,1059708.00,7447.59
2423,1.00,875.00,525.20,1181472.00,7617.50
2426,1.00,876.00,516.92,1390717.00,8174.70
2429,1.00,877.00,511.80,1234188.00,7313.61
2432,1.00,878.00,506.73,1114100.00,6780.24
2435,1.00,879.00,501.36,1125619.00,7082.86
2438,1.00,880.00,496.67,1210744.00,7220.65
2441,1.00,881.00,493.90,1312369.00,7623.51
2444,1.00,882.00,489.48,1051679.00,6849.99
2447,1.00,883.00,487.23,1036023.00,6679.87
2450,1.00,884.00,497.70,1014439.00,7013.14
2453,1.00,885.00,508.89,944447.00,5912.02
2456,1.00,886.00,516.79,1200897.00,7179.44
2459,1.00,887.00,522.66,1213886.00,7490.38
2462,1.00,888.00,528.31,1824341.00,9565.59
2465,1.00,889.00,530.50,1742599.00,9085.63
2468,1.00,890.00,533.05,1978892.00,9022.83
2471,1.00,891.00,535.21,2008014.00,9750.31
2474,1.00,892.00,538.73,1651927.00,8638.37
2477,1.00,893.00,539.10,1236373.00,8491.08
2480,1.00,894.00,526.97,1341614.00,9284.27
2483,1.00,895.00,517.71,1853818.00,10076.64
2486,1.00,896.00,512.80,2179893.00,10996.92
2489,1.00,897.00,507.22,2762494.00,12429.25
2492,1.00,898.00,503.63,2835133.00,12685.65
2495,1.00,899.00,499.28,2005672.00,9970.15
2498,1.00,900.00,495.32,2411397.00,12138.45
2501,1.00,901.00,492.37,1415561.00,8351.12
2504,1.00,902.00,488.88,1154107.00,7600.17
2507,1.00,903.00,490.55,1155213.00,7887.13
2510,1.00,904.00,502.20,1316368.00,8119.45
2513,1.00,905.00,510.63,1274579.00,7540.47
2516,1.00,906.00,517.34,1339672.00,7992.52
2519,1.00,907.00,523.30,2186081.00,10888.07
2522,1.00,908.00,527.32,2422468.00,11061.99
2525,1.00,909.00,531.52,1584093.00,8513.46
2528,1.00,910.00,535.24,1540150.00,8121.99
2531,1.00,911.00,537.92,2040450.00,10060.62
2534,1.00,912.00,541.10,2427040.00,10517.93
2537,1.00,913.00,536.43,2077729.00,12072.44
2540,1.00,914.00,526.85,1416699.00,9239.02
2543,1.00,915.00,516.61,1195473.00,7567.25
2546,1.00,916.00,509.90,1511205.00,8697.33
2549,1.00,917.00,504.39,2272203.00,11108.39
2552,1.00,918.00,501.92,2082580.00,10812.34
2555,1.00,919.00,497.96,1380932.00,7848.50
2558,1.00,920.00,494.60,1063944.00,6602.61
2561,1.00,921.00,491.60,1275004.00,7481.13
2564,1.00,922.00,489.27,1784232.00,9529.48
2567,1.00,923.00,493.36,1617786.00,9637.91
2570,1.00,924.00,503.66,1727680.00,9314.22
2573,1.00,925.00,510.64,1831162.00,8821.84
2576,1.00,926.00,515.48,1902003.00,9470.75
2579,1.00,927.00,519.69,2172882.00,10230.73
2582,1.00,928.00,523.78,1636171.00,8394.97
2585,1.00,929.00,527.04,1833184.00,9320.61
2588,1.00,930.00,530.24,2122819.00,10328.18
2591,1.00,931.00,532.77,2387565.00,11273.92
2594,1.00,932.00,534.85,2036043.00,10173.58
2597,1.00,933.00,529.60,2037400.00,11227.66
2600,1.00,934.00,519.22,1702876.00,10475.04
2603,1.00,935.00,512.31,2225708.00,10943.02
2606,1.00,936.00,507.81,1955623.00,9676.88
2609,1.00,937.00,501.66,2176488.00,10866.54
2612,1.00,938.00,498.29,2109510.00,10207.61
2615,1.00,939.00,493.25,2266093.00,11491.21
2618,1.00,940.00,489.75,1692032.00,8902.95
2621,1.00,941.00,485.71,1215197.00,7265.92
2624,1.00,942.00,484.30,1675017.00,8793.27
2627,1.00,943.00,491.92,1494071.00,9537.50
2630,1.00,944.00,502.76,1328936.00,8304.69
2633,1.00,945.00,509.57,1563813.00,8526.67
2636,1.00,946.00,515.18,1523103.00,8336.87
2639,1.00,947.00,520.76,1391996.00,8023.36
2642,1.00,948.00,525.29,1585986.00,8148.61
2645,1.00,949.00,529.25,1200846.00,6857.04
2648,1.00,950.00,532.38,1371986.00,8075.71
2651,1.00,951.00,536.22,1669670.00,8686.23
2654,1.00,952.00,538.92,1706909.00,9157.71
2657,1.00,953.00,531.23,1467938.00,9191.36
2660,1.00,954.00,521.15,1222452.00,7883.70
2663,1.00,955.00,513.80,1392846.00,8113.16
2666,1.00,956.00,508.50,1955974.00,10082.39
2669,1.00,957.00,503.77,2277581.00,11829.42
2672,1.00,958.00,500.89,2228135.00,10405.11
2675,1.00,959.00,497.56,1372852.00,8078.84
2678,1.00,960.00,492.83,1220200.00,7502.16
2681,1.00,961.00,488.07,1415913.00,8290.12
2684,1.00,962.00,489.24,1876007.00,10215.56
2687,1.00,963.00,498.76,2390196.00,12025.02
2690,1.00,964.00,507.50,2391175.00,12051.55
2693,1.00,965.00,513.44,2023827.00,9888.75
2696,1.00,966.00,519.26,2145226.00,10424.78
2699,1.00,967.00,523.09,1916367.00,9957.89
2702,1.00,968.00,526.93,1784588.00,9139.21
2705,1.00,969.00,529.93,1316284.00,7235.94
2708,1.00,970.00,534.44,1651687.00,8828.31
2711,1.00,971.00,536.39,2284441.00,11442.07
2714,1.00,972.00,534.82,2042747.00,11496.24
2717,1.00,973.00,523.65,2113844.00,11419.70
2720,1.00,974.00,515.58,1537375.00,9067.29
2723,1.00,975.00,507.70,1367907.00,8283.20
2726,1.00,976.00,502.19,1294586.00,7978.24
2729,1.00,977.00,498.53,1308244.00,7949.55
2732,1.00,978.00,494.34,1332145.00,7786.33
2735,1.00,979.00,490.31,1567816.00,8647.11
2738,1.00,980.00,487.17,1209222.00,7207.30
2741,1.00,981.00,483.53,1361494.00,7669.46
2744,1.00,982.00,484.84,1490315.00,8961.75
2747,1.00,983.00,493.84,1216995.00,7990.18
2750,1.00,984.00,501.80,1203219.00,7920.59
2753,1.00,985.00,510.75,1158264.00,6725.43
2756,1.00,986.00,516.38,1396005.00,7512.64
2759,1.00,987.00,521.21,1513836.00,8239.51
2762,1.00,988.00,524.94,1788579.00,8782.04
2765,1.00,989.00,528.33,1718625.00,8565.68
2768,1.00,990.00,531.04,2079094.00,9715.25
2771,1.00,991.00,533.76,2100876.00,9773.24
2774,1.00,992.00,529.56,1914392.00,10868.94
2777,1.00,993.00,520.69,1555603.00,9205.34
2780,1.00,994.00,512.45,1034797.00,6833.30
2783,1.00,995.00,503.87,972357.00,6804.69
2786,1.00,996.00,497.73,961110.00,5966.56
2789,1.00,997.00,491.65,1267612.00,7286.73
2792,1.00,998.00,487.17,1592503.00,8937.72
2795,1.00,999.00,482.38,2399485.00,11023.82
2798,1.00,1000.00,480.64,2836015.00,11690.70
2801,1.00,1001.00,478.16,2740913.00,11835.04
2804,1.00,1002.00,483.31,2706855.00,12823.20
2807,1.00,1003.00,491.45,2950949.00,13008.22
2810,1.00,1004.00,497.37,2251205.00,11873.65
2813,1.00,1005.00,503.72,1664544.00,8779.77
2816,1.00,1006.00,506.84,2290363.00,11164.92
2819,1.00,1007.00,511.43,1749665.00,8849.70
2822,1.00,1008.00,515.28,2171521.00,9910.45
2825,1.00,1009.00,518.31,1950321.00,10283.91
2828,1.00,1010.00,520.51,2144893.00,10707.19
2831,1.00,1011.00,523.55,1827607.00,10431.18
2834,1.00,1012.00,515.79,1830678.00,11002.53
2837,1.00,1013.00,505.00,2050602.00,11600.29
2840,1.00,1014.00,499.12,1917680.00,10585.88
2843,1.00,1015.00,491.74,1899395.00,10526.17
2846,1.00,1016.00,487.88,1576178.00,8951.15
2849,1.00,1017.00,483.97,1128297.00,6789.54
2852,1.00,1018.00,478.33,1434893.00,7935.40
2855,1.00,1019.00,475.96,1476658.00,7986.11
2858,1.00,1020.00,471.96,1194959.00,7170.45
2861,1.00,1021.00,470.60,1459856.00,8418.45
2864,1.00,1022.00,478.90,2159921.00,11446.39
2867,1.00,1023.00,486.34,2365404.00,11402.14
2870,1.00,1024.00,492.58,1941025.00,10738.38
2873,1.00,1025.00,499.51,1815287.00,9595.80
2876,1.00,1026.00,504.90,1566713.00,8822.35
2879,1.00,1027.00,509.23,2385017.00,11252.96
2882,1.00,1028.00,512.37,1809155.00,9404.50
2885,1.00,1029.00,517.15,1517977.00,8402.94
2888,1.00,1030.00,519.98,1422371.00,8223.92
2891,1.00,1031.00,521.45,1661851.00,9151.40
2894,1.00,1032.00,513.90,1726452.00,9900.61
2897,1.00,1033.00,505.77,1951947.00,10927.54
2900,1.00,1034.00,499.10,1561152.00,8762.55
2903,1.00,1035.00,493.33,1882273.00,9933.94
2906,1.00,1036.00,489.83,1523936.00,9085.67
2909,1.00,1037.00,486.06,1321531.00,7780.20
2912,1.00,1038.00,482.25,1193465.00,7417.84
2915,1.00,1039.00,479.45,1458132.00,8354.88
2918,1.00,1040.00,475.36,1570551.00,8301.59
2921,1.00,1041.00,474.94,1533208.00,8503.16
2924,1.00,1042.00,482.85,1446685.00,9077.03
2927,1.00,1043.00,491.26,1406929.00,8588.44
2930,1.00,1044.00,498.30,1762728.00,9364.11
2933,1.00,1045.00,503.38,2198479.00,10918.91
2936,1.00,1046.00,507.53,2134162.00,10694.36
2939,1.00,1047.00,512.95,1836731.00,9312.88
2942,1.00,1048.00,518.03,1482975.00,8121.28
2945,1.00,1049.00,522.72,1559446.00,8141.11
2948,1.00,1050.00,526.21,1869043.00,9223.61
2951,1.00,1051.00,525.43,2351387.00,12209.68
2954,1.00,1052.00,515.22,2548866.00,12198.19
