,tag,t,z,mass,width
5412,1.00,2717.00,170.66,534945.00,3594.34
5414,1.00,2718.00,171.06,568639.00,4361.57
5416,1.00,2719.00,170.04,466468.00,3345.05
5418,1.00,2720.00,170.85,548238.00,4130.90
5420,1.00,2721.00,171.05,655877.00,4716.98
5422,1.00,2722.00,169.17,874725.00,6116.08
5424,1.00,2723.00,169.12,919700.00,6089.70
5426,1.00,2724.00,168.24,780391.00,5263.96
5428,1.00,2725.00,168.61,663926.00,4768.79
5430,1.00,2726.00,167.32,677946.00,4794.44
5432,1.00,2727.00,165.94,679622.00,5002.63
5434,1.00,2728.00,165.92,656796.00,5048.05
5436,1.00,2729.00,165.63,757027.00,5524.89
5438,1.00,2730.00,165.94,676970.00,5131.26
5440,1.00,2731.00,164.76,624769.00,4896.90
5442,1.00,2732.00,166.69,587825.00,4649.92
5444,1.00,2733.00,166.99,732664.00,5178.83
5446,1.00,2734.00,166.10,890514.00,5541.76
5448,1.00,2735.00,164.21,798340.00,5858.30
5450,1.00,2736.00,163.68,498168.00,3452.03
5452,1.00,2737.00,165.11,724683.00,4840.76
5454,1.00,2738.00,162.04,866855.00,5909.74
5456,1.00,2739.00,161.19,858882.00,5727.29
5458,1.00,2740.00,162.57,729430.00,5563.37
5460,1.00,2741.00,160.88,628117.00,4723.72
5462,1.00,2742.00,160.22,572778.00,4346.30
5464,1.00,2743.00,158.77,571024.00,4219.23
5466,1.00,2744.00,158.30,606029.00,4493.26
5468,1.00,2745.00,158.02,635702.00,4663.15
5470,1.00,2746.00,158.37,518881.00,3824.85
5472,1.00,2747.00,158.68,485094.00,3436.85
5474,1.00,2748.00,159.08,565963.00,4144.72
5476,1.00,2749.00,159.27,722539.00,4867.90
5478,1.00,2750.00,158.86,810997.00,5213.26
5480,1.00,2751.00,158.67,919996.00,5822.53
5482,1.00,2752.00,159.31,780469.00,5594.85
5484,1.00,2753.00,158.87,662785.00,4452.40
5486,1.00,2754.00,159.06,835561.00,5279.38
5488,1.00,2755.00,158.90,866005.00,5423.20
5490,1.00,2756.00,158.07,778629.00,5292.39
5492,1.00,2757.00,158.29,739798.00,5112.49
5494,1.00,2758.00,158.99,857295.00,5349.43
5496,1.00,2759.00,159.12,690521.00,4639.77
5498,1.00,2760.00,158.77,817315.00,5330.08
5500,1.00,2761.00,157.86,723349.00,5105.01
5502,1.00,2762.00,157.15,602450.00,4413.03
5504,1.00,2763.00,157.90,688106.00,5013.80
5506,1.00,2764.00,156.91,559875.00,4026.34
5508,1.00,2765.00,156.76,620246.00,4270.31
5510,1.00,2766.00,156.63,654254.00,4863.27
5512,1.00,2767.00,156.93,666180.00,4627.11
5514,1.00,2768.00,156.65,660804.00,4769.08
5516,1.00,2769.00,157.48,683850.00,4775.31
5518,1.00,2770.00,157.23,603164.00,4270.56
5520,1.00,2771.00,156.20,649458.00,4496.98
5522,1.00,2772.00,156.03,622907.00,4493.48
5524,1.00,2773.00,154.97,709241.00,5236.57
5526,1.00,2774.00,152.99,698158.00,5073.19
5528,1.00,2775.00,153.71,434882.00,3091.85
5530,1.00,2776.00,153.68,496081.00,3513.51
5532,1.00,2777.00,152.69,685118.00,4586.41
5534,1.00,2778.00,151.88,693890.00,4568.34
5536,1.00,2779.00,150.98,676378.00,5062.91
5538,1.00,2780.00,150.69,722457.00,5372.68
5540,1.00,2781.00,150.15,812751.00,5941.66
5542,1.00,2782.00,149.93,666744.00,4453.72
5544,1.00,2783.00,148.38,878526.00,6243.34
5546,1.00,2784.00,148.48,680801.00,5289.67
5548,1.00,2785.00,149.02,488381.00,3872.88
5550,1.00,2786.00,148.82,415394.00,3250.74
5552,1.00,2787.00,147.83,640185.00,4894.84
5554,1.00,2788.00,147.31,832071.00,6024.52
5556,1.00,2789.00,147.35,709057.00,5008.42
5558,1.00,2790.00,147.90,647527.00,4495.95
5560,1.00,2791.00,147.53,645009.00,4705.17
5562,1.00,2792.00,146.81,905149.00,6266.20
5564,1.00,2793.00,146.22,890191.00,6082.68
5566,1.00,2794.00,145.49,739879.00,5493.29
5568,1.00,2795.00,145.41,908023.00,6002.72
5570,1.00,2796.00,144.11,648373.00,4820.59
5572,1.00,2797.00,144.14,629932.00,4789.75
5574,1.00,2798.00,146.53,509632.00,4120.93
5576,1.00,2799.00,147.40,581310.00,4553.25
5578,1.00,2800.00,147.41,574956.00,4579.44
5580,1.00,2801.00,145.94,673312.00,5052.45
5582,1.00,2802.00,145.57,903908.00,6334.62
5584,1.00,2803.00,146.21,677541.00,4852.43
5586,1.00,2804.00,146.27,627314.00,4694.93
5588,1.00,2805.00,145.59,789321.00,5587.58
5590,1.00,2806.00,144.83,712274.00,5410.50
5592,1.00,2807.00,143.56,667411.00,5088.68
5594,1.00,2808.00,143.59,651979.00,5193.54
5596,1.00,2809.00,142.65,471663.00,3406.15
5598,1.00,2810.00,142.22,520120.00,3762.22
5600,1.00,2811.00,142.78,435247.00,2768.55
5602,1.00,2812.00,141.76,661169.00,4696.90
5604,1.00,2813.00,142.29,507236.00,3654.07
5606,1.00,2814.00,141.79,470450.00,3386.29
5608,1.00,2815.00,140.48,487780.00,3250.89
5610,1.00,2816.00,140.30,459491.00,3187.34
5612,1.00,2817.00,140.53,496566.00,3505.39
5614,1.00,2818.00,140.74,591962.00,4684.58
5616,1.00,2819.00,140.48,507117.00,3590.35
5618,1.00,2820.00,139.61,840840.00,6175.56
5620,1.00,2821.00,140.40,507783.00,3593.42
5622,1.00,2822.00,140.58,421605.00,2909.60
5624,1.00,2823.00,140.91,443342.00,3158.74
5626,1.00,2824.00,139.56,469809.00,3442.90
5628,1.00,2825.00,138.30,436811.00,3110.26
5630,1.00,2826.00,137.22,595256.00,4315.62
5632,1.00,2827.00,137.60,556042.00,4134.37
5634,1.00,2828.00,137.69,396352.00,2935.12
5636,1.00,2829.00,137.99,622491.00,4446.81
5638,1.00,2830.00,137.52,747402.00,4966.62
5640,1.00,2831.00,136.47,772856.00,5594.73
5642,1.00,2832.00,135.65,679767.00,4908.61
5644,1.00,2833.00,133.96,532139.00,3770.74
5646,1.00,2834.00,132.85,557883.00,4259.20
5648,1.00,2835.00,133.37,473949.00,3160.51
5650,1.00,2836.00,132.84,708021.00,5015.25
5652,1.00,2837.00,131.16,900748.00,6032.81
5654,1.00,2838.00,130.60,885144.00,6186.69
5656,1.00,2839.00,130.55,962334.00,6436.26
5658,1.00,2840.00,129.22,876826.00,5654.53
5660,1.00,2841.00,129.50,651754.00,4698.88
5662,1.00,2842.00,128.78,659368.00,4579.66
5664,1.00,2843.00,127.70,569357.00,4229.34
5666,1.00,2844.00,125.25,546798.00,4007.58
5668,1.00,2845.00,125.91,712743.00,5189.06
5670,1.00,2846.00,125.65,551942.00,4233.93
5672,1.00,2847.00,126.49,497732.00,3758.52
5674,1.00,2848.00,125.90,618727.00,4810.39
5676,1.00,2849.00,127.09,653583.00,4932.60
5678,1.00,2850.00,126.61,780195.00,5808.09
5680,1.00,2851.00,126.53,786425.00,5823.60
5682,1.00,2852.00,126.63,810987.00,5602.27
5684,1.00,2853.00,126.86,948051.00,6370.50
5686,1.00,2854.00,126.76,605141.00,4160.36
5688,1.00,2855.00,126.48,523558.00,4081.40
5690,1.00,2856.00,127.29,697015.00,4787.97
5692,1.00,2857.00,125.74,464703.00,3014.97
5694,1.00,2858.00,126.31,691144.00,4885.85
5696,1.00,2859.00,125.44,891655.00,6213.12
5698,1.00,2860.00,125.75,786448.00,5785.27
5700,1.00,2861.00,124.69,780058.00,6058.46
5702,1.00,2862.00,124.61,736555.00,5927.75
5704,1.00,2863.00,124.54,805262.00,6164.37
5706,1.00,2864.00,124.42,826575.00,6230.05
5708,1.00,2865.00,122.74,690554.00,5327.15
5710,1.00,2866.00,122.81,593402.00,4541.92
5712,1.00,2867.00,121.79,717641.00,5439.59
5714,1.00,2868.00,123.00,499851.00,3913.56
5716,1.00,2869.00,120.50,700956.00,5097.82
5718,1.00,2870.00,120.24,604666.00,4515.68
5720,1.00,2871.00,120.73,587114.00,4247.86
5722,1.00,2872.00,120.02,729080.00,5044.47
5724,1.00,2873.00,120.27,657246.00,4694.69
5726,1.00,2874.00,119.41,667423.00,4705.05
5728,1.00,2875.00,120.41,807759.00,5895.73
5730,1.00,2876.00,119.70,613071.00,4266.90
5732,1.00,2877.00,121.39,723990.00,4873.03
5734,1.00,2878.00,121.26,733671.00,5095.80
5736,1.00,2879.00,121.46,620402.00,4576.17
5738,1.00,2880.00,118.65,757761.00,5853.99
5740,1.00,2881.00,119.17,892223.00,6096.98
5742,1.00,2882.00,118.88,909248.00,6343.09
5744,1.00,2883.00,118.73,861118.00,5777.38
5746,1.00,2884.00,118.87,826472.00,5400.09
5748,1.00,2885.00,118.63,693192.00,5060.73
5750,1.00,2886.00,117.80,734331.00,5312.35
5752,1.00,2887.00,116.66,917238.00,6391.89
5754,1.00,2888.00,115.21,755288.00,5160.04
5756,1.00,2889.00,114.09,667430.00,4820.28
5758,1.00,2890.00,114.04,513544.00,3927.95
5760,1.00,2891.00,114.04,517983.00,3956.25
5762,1.00,2892.00,113.85,598116.00,4798.46
5764,1.00,2893.00,114.11,544245.00,4572.66
5766,1.00,2894.00,114.29,622442.00,5057.10
5768,1.00,2895.00,114.04,623284.00,5092.96
5770,1.00,2896.00,111.44,581715.00,4384.20
5772,1.00,2897.00,113.31,754159.00,5436.67
5774,1.00,2898.00,113.36,930034.00,6477.02
5776,1.00,2899.00,113.59,885211.00,6298.56
5778,1.00,2900.00,113.37,697651.00,5325.75
5780,1.00,2901.00,111.25,458433.00,3225.90
5782,1.00,2902.00,111.13,453074.00,3170.81
5784,1.00,2903.00,110.07,444797.00,3138.80
5786,1.00,2904.00,110.77,390122.00,2837.13
5788,1.00,2905.00,110.18,456416.00,3162.62
5790,1.00,2906.00,109.24,496062.00,3307.67
5792,1.00,2907.00,109.82,635015.00,4451.29
5794,1.00,2908.00,109.01,842337.00,5397.07
5796,1.00,2909.00,109.42,766425.00,4992.07
5798,1.00,2910.00,109.65,518805.00,4041.07
5800,1.00,2911.00,108.65,671338.00,5254.15
5802,1.00,2912.00,108.36,797437.00,5628.63
5804,1.00,2913.00,108.07,513504.00,3729.43
5806,1.00,2914.00,107.88,820876.00,5600.24
5808,1.00,2915.00,107.44,737580.00,5190.64
5810,1.00,2916.00,108.20,517242.00,3827.89
5812,1.00,2917.00,109.47,685634.00,4806.31
5814,1.00,2918.00,107.60,620123.00,4171.51
5816,1.00,2919.00,108.30,521132.00,3752.50
5818,1.00,2920.00,109.53,636191.00,4326.33
5820,1.00,2921.00,110.48,616973.00,4227.01
5822,1.00,2922.00,110.82,469913.00,3526.84
5824,1.00,2923.00,111.29,534704.00,3892.73
5826,1.00,2924.00,111.48,717777.00,4890.01
5828,1.00,2925.00,111.02,574898.00,4201.67
5830,1.00,2926.00,112.05,723720.00,5074.71
5832,1.00,2927.00,111.60,649941.00,4661.45
5834,1.00,2928.00,111.83,823996.00,5373.68
5836,1.00,2929.00,111.96,790321.00,5190.56
5838,1.00,2930.00,111.07,874391.00,6030.58
5840,1.00,2931.00,110.29,775948.00,5591.62
5842,1.00,2932.00,110.10,800073.00,5709.60
5844,1.00,2933.00,109.22,896582.00,6119.38
5846,1.00,2934.00,109.51,870083.00,6214.29
5848,1.00,2935.00,107.96,776611.00,5639.06
5850,1.00,2936.00,107.45,996512.00,6209.35
5852,1.00,2937.00,106.80,872790.00,5402.19
5854,1.00,2938.00,106.77,900453.00,5922.63
5856,1.00,2939.00,106.90,997274.00,6370.86
5858,1.00,2940.00,106.17,700816.00,4940.86
5860,1.00,2941.00,107.59,473754.00,3429.75
5862,1.00,2942.00,107.95,587741.00,4394.56
5864,1.00,2943.00,108.19,809722.00,5124.29
5866,1.00,2944.00,109.18,700870.00,4881.56
5868,1.00,2945.00,108.90,819123.00,5371.85
5870,1.00,2946.00,108.04,870804.00,5489.02
5872,1.00,2947.00,107.99,874029.00,5542.68
5874,1.00,2948.00,109.35,734246.00,4958.92
5876,1.00,2949.00,108.75,704029.00,5126.72
5878,1.00,2950.00,107.83,816006.00,5920.88
5880,1.00,2951.00,107.65,500383.00,3500.09
5882,1.00,2952.00,106.77,503359.00,3536.66
5884,1.00,2953.00,106.79,478963.00,3477.16
5886,1.00,2954.00,106.75,467406.00,3421.17
5888,1.00,2955.00,106.96,602894.00,4345.65
5890,1.00,2956.00,106.14,424802.00,3044.70
5892,1.00,2957.00,105.59,530977.00,3557.94
5894,1.00,2958.00,104.86,548900.00,3842.04
5896,1.00,2959.00,104.57,494323.00,3572.65
5898,1.00,2960.00,105.11,495979.00,3362.53
5900,1.00,2961.00,104.93,538761.00,3559.43
5902,1.00,2962.00,104.06,679669.00,4811.52
5904,1.00,2963.00,104.13,955296.00,6281.82
5906,1.00,2964.00,103.68,1073644.00,7114.61
5908,1.00,2965.00,103.83,859728.00,6072.40
5910,1.00,2966.00,104.21,721517.00,5441.10
5912,1.00,2967.00,105.11,434136.00,2814.99
5914,1.00,2968.00,105.06,440512.00,2813.37
5916,1.00,2969.00,104.32,601366.00,4055.73
5918,1.00,2970.00,105.12,666867.00,4742.62
5920,1.00,2971.00,103.05,488918.00,3218.56
5922,1.00,2972.00,104.72,722671.00,5099.59
5924,1.00,2973.00,104.59,769185.00,4977.45
5926,1.00,2974.00,104.72,500646.00,3451.07
5928,1.00,2975.00,102.59,432974.00,2896.98
5930,1.00,2976.00,102.62,509964.00,4023.09
5932,1.00,2977.00,100.93,640745.00,4492.65
5934,1.00,2978.00,100.84,539856.00,3894.08
5936,1.00,2979.00,100.83,555983.00,3940.23
5938,1.00,2980.00,100.73,526382.00,4134.55
5940,1.00,2981.00,99.62,652653.00,4333.46
5942,1.00,2982.00,99.92,731684.00,4660.58
5944,1.00,2983.00,99.65,536519.00,3787.62
5946,1.00,2984.00,100.12,503324.00,3667.49
5948,1.00,2985.00,97.77,460177.00,3352.85
5950,1.00,2986.00,96.82,504864.00,3463.47
5952,1.00,2987.00,97.31,442123.00,3126.79
5954,1.00,2988.00,97.45,521846.00,3929.02
5956,1.00,2989.00,95.46,475037.00,3407.15
5958,1.00,2990.00,93.82,780281.00,5302.42
5960,1.00,2991.00,94.89,932722.00,6159.88
5962,1.00,2992.00,94.94,923655.00,6107.55
5964,1.00,2993.00,95.14,622206.00,3995.47
5966,1.00,2994.00,94.00,750184.00,5053.68
5968,1.00,2995.00,94.42,766687.00,5316.27
5970,1.00,2996.00,95.17,561578.00,3849.04
5972,1.00,2997.00,94.98,870038.00,5984.70
5974,1.00,2998.00,94.40,981138.00,6655.70
5976,1.00,2999.00,93.48,718371.00,5914.27
5978,1.00,3000.00,94.53,672219.00,5330.45
5980,1.00,3001.00,94.55,730603.00,5464.90
5982,1.00,3002.00,94.75,534277.00,3601.97
5984,1.00,3003.00,95.32,413123.00,3106.04
5986,1.00,3004.00,95.39,414123.00,3122.16
5988,1.00,3005.00,94.85,475945.00,3596.60
5990,1.00,3006.00,92.04,473611.00,3957.78
5992,1.00,3007.00,92.83,446005.00,3578.42
5994,1.00,3008.00,93.13,623301.00,4585.56
5996,1.00,3009.00,92.81,759780.00,5203.86
5998,1.00,3010.00,91.84,571588.00,4387.18
6000,1.00,3011.00,92.01,766829.00,5324.50
6002,1.00,3012.00,92.15,556978.00,4443.26
6004,1.00,3013.00,92.80,497657.00,4119.12
6006,1.00,3014.00,92.45,526564.00,3944.09
6008,1.00,3015.00,92.87,717857.00,5101.00
6010,1.00,3016.00,91.72,636753.00,4833.42
6012,1.00,3017.00,90.72,577920.00,4260.22
6014,1.00,3018.00,91.13,681457.00,4842.91
6016,1.00,3019.00,91.56,658101.00,4920.56
6018,1.00,3020.00,90.46,690342.00,4808.08
6020,1.00,3021.00,89.96,650201.00,4485.45
6022,1.00,3022.00,89.08,571495.00,4248.26
6024,1.00,3023.00,89.08,591732.00,4289.43
6026,1.00,3024.00,88.09,436770.00,3112.84
6028,1.00,3025.00,87.49,571507.00,4316.75
6030,1.00,3026.00,87.96,426206.00,3079.40
6032,1.00,3027.00,88.77,558601.00,4111.76
6034,1.00,3028.00,89.18,630660.00,4407.54
6036,1.00,3029.00,89.12,451153.00,3191.81
6038,1.00,3030.00,88.49,467054.00,3543.51
6040,1.00,3031.00,87.07,627658.00,4802.80
6042,1.00,3032.00,86.41,741858.00,5303.45
6044,1.00,3033.00,86.98,915303.00,6178.87
6046,1.00,3034.00,87.02,855043.00,5992.60
6048,1.00,3035.00,87.24,980317.00,6524.65
6050,1.00,3036.00,86.76,777860.00,5565.71
6052,1.00,3037.00,86.72,589179.00,4244.84
6054,1.00,3038.00,87.41,967371.00,6005.42
6056,1.00,3039.00,87.35,933731.00,5981.81
6058,1.00,3040.00,88.29,589721.00,4172.22
6060,1.00,3041.00,89.10,676734.00,4773.99
6062,1.00,3042.00,89.58,658003.00,4749.01
6064,1.00,3043.00,89.70,427629.00,3063.74
6066,1.00,3044.00,88.96,487767.00,3474.90
6068,1.00,3045.00,88.21,440327.00,3105.56
6070,1.00,3046.00,86.98,599669.00,4025.80
6072,1.00,3047.00,87.32,681794.00,4957.23
6074,1.00,3048.00,86.24,587380.00,3999.81
6076,1.00,3049.00,86.45,681316.00,5070.92
6078,1.00,3050.00,85.71,568734.00,4160.21
6080,1.00,3051.00,85.81,492364.00,3613.10
6082,1.00,3052.00,85.63,387111.00,2453.34
6084,1.00,3053.00,85.62,505830.00,3707.71
6086,1.00,3054.00,86.71,811721.00,5279.01
6088,1.00,3055.00,87.05,771138.00,5118.22
6090,1.00,3056.00,87.00,806117.00,5225.99
6092,1.00,3057.00,87.30,836564.00,5702.91
6094,1.00,3058.00,88.17,825946.00,5338.24
6096,1.00,3059.00,88.82,743048.00,5091.22
6098,1.00,3060.00,87.76,873137.00,5470.12
6100,1.00,3061.00,87.37,898553.00,5734.37
6102,1.00,3062.00,86.83,764419.00,5165.95
6104,1.00,3063.00,86.72,797763.00,5259.56
6106,1.00,3064.00,85.85,668016.00,4506.08
6108,1.00,3065.00,85.16,468619.00,3691.07
6110,1.00,3066.00,85.68,669736.00,4867.35
6112,1.00,3067.00,86.38,702624.00,4792.12
6114,1.00,3068.00,85.35,477910.00,3202.66
6116,1.00,3069.00,85.93,694939.00,4545.54
6118,1.00,3070.00,86.75,787128.00,5199.52
6120,1.00,3071.00,86.87,639404.00,4406.49
6122,1.00,3072.00,86.78,588495.00,4595.84
6124,1.00,3073.00,84.85,1011070.00,6372.47
6126,1.00,3074.00,85.84,897643.00,6191.34
6128,1.00,3075.00,86.05,491760.00,3825.29
6130,1.00,3076.00,87.13,486839.00,3864.02
6132,1.00,3077.00,87.41,532263.00,4104.28
6134,1.00,3078.00,85.87,898799.00,6314.86
6136,1.00,3079.00,86.27,732706.00,5555.47
6138,1.00,3080.00,87.16,733000.00,4896.19
6140,1.00,3081.00,87.35,769431.00,5400.16
6142,1.00,3082.00,87.18,1038514.00,6657.75
6144,1.00,3083.00,85.58,1065482.00,6934.79
6146,1.00,3084.00,86.48,644796.00,4911.02
6148,1.00,3085.00,86.25,555830.00,3957.04
6150,1.00,3086.00,86.68,542539.00,4217.71
6152,1.00,3087.00,86.16,447429.00,3188.22
6154,1.00,3088.00,86.61,496520.00,3477.64
6156,1.00,3089.00,87.17,505420.00,3295.40
6158,1.00,3090.00,87.06,700219.00,4529.71
6160,1.00,3091.00,87.89,842268.00,5328.10
6162,1.00,3092.00,87.19,720092.00,4836.36
6164,1.00,3093.00,85.63,626485.00,4219.39
6166,1.00,3094.00,85.70,596001.00,4142.83
6168,1.00,3095.00,85.24,726150.00,4898.39
6170,1.00,3096.00,84.47,642646.00,4729.04
6172,1.00,3097.00,83.73,530287.00,4024.77
6174,1.00,3098.00,84.45,770257.00,5006.04
6176,1.00,3099.00,84.62,598091.00,4207.38
6178,1.00,3100.00,83.71,492168.00,3472.09
6180,1.00,3101.00,82.68,566999.00,4297.41
6182,1.00,3102.00,82.29,505942.00,3829.06
6184,1.00,3103.00,81.60,620286.00,4634.33
6186,1.00,3104.00,82.64,585404.00,4370.33
6188,1.00,3105.00,84.26,509247.00,3764.45
6190,1.00,3106.00,84.04,664866.00,4512.49
6192,1.00,3107.00,83.32,462654.00,3201.64
6194,1.00,3108.00,83.56,415249.00,3051.58
6196,1.00,3109.00,82.37,441944.00,3138.71
6198,1.00,3110.00,83.30,668305.00,4715.26
6200,1.00,3111.00,81.86,503452.00,3445.06
6202,1.00,3112.00,82.15,630139.00,4659.76
6204,1.00,3113.00,81.32,548446.00,3869.75
6206,1.00,3114.00,79.94,656942.00,5100.56
6208,1.00,3115.00,78.12,689494.00,4865.71
6210,1.00,3116.00,77.93,543501.00,4112.01
6212,1.00,3117.00,78.73,517214.00,3784.72
6214,1.00,3118.00,79.29,639467.00,4482.00
6216,1.00,3119.00,79.02,438507.00,3202.01
6218,1.00,3120.00,78.55,417535.00,2992.07
6220,1.00,3121.00,79.98,471666.00,3396.70
6222,1.00,3122.00,81.75,625038.00,4203.71
6224,1.00,3123.00,81.32,765126.00,5336.83
6226,1.00,3124.00,81.70,550482.00,3737.38
6228,1.00,3125.00,81.97,747838.00,5037.69
6230,1.00,3126.00,81.63,877886.00,5709.17
6232,1.00,3127.00,81.90,892288.00,5509.20
6234,1.00,3128.00,82.63,730313.00,4908.61
6236,1.00,3129.00,83.93,799582.00,4934.84
6238,1.00,3130.00,83.85,734779.00,4751.46
6240,1.00,3131.00,82.16,457854.00,3283.68
6242,1.00,3132.00,81.37,434064.00,3181.04
6244,1.00,3133.00,81.15,528177.00,3881.08
6246,1.00,3134.00,81.82,539525.00,3532.47
6248,1.00,3135.00,81.98,520662.00,3414.77
6250,1.00,3136.00,82.59,794776.00,5560.97
6252,1.00,3137.00,83.36,705323.00,4811.83
6254,1.00,3138.00,82.38,438364.00,3143.84
6256,1.00,3139.00,82.30,461006.00,3205.72
6258,1.00,3140.00,82.83,386781.00,2832.54
6260,1.00,3141.00,81.59,425633.00,3003.27
6262,1.00,3142.00,81.65,441597.00,3037.84
6264,1.00,3143.00,80.53,636957.00,4486.13
6266,1.00,3144.00,80.22,839192.00,5886.85
6268,1.00,3145.00,79.63,678978.00,5500.26
6270,1.00,3146.00,79.09,465623.00,3641.74
6272,1.00,3147.00,78.66,513612.00,4097.01
6274,1.00,3148.00,80.17,483769.00,3780.11
6276,1.00,3149.00,79.36,681829.00,5129.96
6278,1.00,3150.00,79.31,721134.00,5266.40
6280,1.00,3151.00,80.32,965140.00,6327.08
6282,1.00,3152.00,80.91,1024966.00,6728.46
6284,1.00,3153.00,81.38,1025639.00,6464.74
6286,1.00,3154.00,81.02,920351.00,5873.80
6288,1.00,3155.00,81.48,817361.00,5535.02
6290,1.00,3156.00,81.98,724783.00,4957.77
6292,1.00,3157.00,82.08,1026334.00,6445.69
6294,1.00,3158.00,81.50,856375.00,5551.50
6296,1.00,3159.00,81.71,1043014.00,6668.21
6298,1.00,3160.00,81.86,874465.00,5785.68
6300,1.00,3161.00,82.50,739902.00,5220.04
6302,1.00,3162.00,84.76,644415.00,4933.77
6304,1.00,3163.00,84.63,523069.00,4017.97
6306,1.00,3164.00,84.67,509023.00,3496.88
6308,1.00,3165.00,83.65,791085.00,5537.62
6310,1.00,3166.00,82.64,975214.00,6058.75
6312,1.00,3167.00,81.88,1158495.00,7004.01
6314,1.00,3168.00,81.76,1044769.00,6691.40
6316,1.00,3169.00,80.86,980184.00,6592.65
6318,1.00,3170.00,81.27,932381.00,6166.46
6320,1.00,3171.00,80.09,837661.00,5768.00
6322,1.00,3172.00,78.96,637784.00,4841.93
6324,1.00,3173.00,79.49,615828.00,4676.50
6326,1.00,3174.00,80.08,714839.00,4953.98
6328,1.00,3175.00,79.73,885896.00,5938.55
6330,1.00,3176.00,79.64,1047326.00,6517.50
6332,1.00,3177.00,80.61,1088035.00,6925.90
6334,1.00,3178.00,81.40,1078761.00,6887.04
6336,1.00,3179.00,79.80,950981.00,6154.64
6338,1.00,3180.00,79.77,988905.00,6955.63
6340,1.00,3181.00,80.81,1047613.00,6840.94
6342,1.00,3182.00,80.38,966997.00,6523.61
6344,1.00,3183.00,80.75,1016092.00,6611.63
6346,1.00,3184.00,80.50,819616.00,5717.50
6348,1.00,3185.00,80.86,1040966.00,6664.62
6350,1.00,3186.00,81.76,927836.00,6200.46
6352,1.00,3187.00,82.55,913403.00,6233.50
6354,1.00,3188.00,82.57,801746.00,5690.15
6356,1.00,3189.00,81.97,786231.00,5378.98
6358,1.00,3190.00,81.15,901562.00,6126.82
6360,1.00,3191.00,81.28,739119.00,5280.04
6362,1.00,3192.00,81.92,581617.00,4038.25
6364,1.00,3193.00,82.00,583331.00,4036.49
6366,1.00,3194.00,81.16,621752.00,4545.30
6368,1.00,3195.00,79.28,471105.00,3694.03
6370,1.00,3196.00,78.82,569506.00,4143.56
6372,1.00,3197.00,80.69,797589.00,5600.86
6374,1.00,3198.00,80.08,608572.00,4641.44
6376,1.00,3199.00,81.61,451151.00,3023.59
6378,1.00,3200.00,81.61,529494.00,3712.34
6380,1.00,3201.00,80.64,549893.00,3913.24
6382,1.00,3202.00,79.66,763367.00,5323.61
6384,1.00,3203.00,78.91,685914.00,4913.35
6386,1.00,3204.00,77.98,608179.00,4367.16
6388,1.00,3205.00,78.36,774867.00,5422.72
6390,1.00,3206.00,78.69,758730.00,5621.64
6392,1.00,3207.00,79.46,791455.00,5667.41
6394,1.00,3208.00,79.62,1042174.00,6434.27
6396,1.00,3209.00,78.52,819929.00,5468.42
6398,1.00,3210.00,78.80,719792.00,4951.71
6400,1.00,3211.00,78.52,780833.00,5332.63
6402,1.00,3212.00,79.05,890594.00,6008.86
6404,1.00,3213.00,80.70,906828.00,6164.22
6406,1.00,3214.00,80.36,778997.00,5398.02
6408,1.00,3215.00,80.46,874134.00,6028.65
6410,1.00,3216.00,81.93,453909.00,3255.86
6412,1.00,3217.00,81.38,626113.00,4697.11
6414,1.00,3218.00,82.02,670788.00,5012.71
6416,1.00,3219.00,83.57,661922.00,5062.60
6418,1.00,3220.00,82.80,721713.00,4940.58
6420,1.00,3221.00,83.97,621193.00,4531.87
6422,1.00,3222.00,84.12,641503.00,4512.38
6424,1.00,3223.00,83.97,626734.00,4754.22
6426,1.00,3224.00,81.58,607331.00,4495.55
6428,1.00,3225.00,81.84,742084.00,5379.53
6430,1.00,3226.00,81.14,660795.00,4557.11
6432,1.00,3227.00,80.37,764506.00,5758.98
6434,1.00,3228.00,80.60,534705.00,3968.38
6436,1.00,3229.00,81.55,556669.00,3576.70
6438,1.00,3230.00,80.09,649524.00,4950.97
6440,1.00,3231.00,78.81,576621.00,4583.99
