,tag,t,z,mass,width
15290,1.00,7656.00,322.65,951048.00,6297.24
15292,1.00,7657.00,322.39,1037809.00,6770.44
15294,1.00,7658.00,322.78,851438.00,5768.45
15296,1.00,7659.00,324.57,509367.00,3569.49
15298,1.00,7660.00,324.94,651655.00,4790.35
15300,1.00,7661.00,324.86,997850.00,6377.67
15302,1.00,7662.00,324.46,886043.00,5640.89
15304,1.00,7663.00,325.89,818563.00,5577.99
15306,1.00,7664.00,326.44,1014802.00,6593.33
15308,1.00,7665.00,326.59,709635.00,5223.64
15310,1.00,7666.00,327.35,726176.00,5181.31
15312,1.00,7667.00,328.07,639387.00,4672.63
15314,1.00,7668.00,328.85,924446.00,6318.33
15316,1.00,7669.00,329.95,1121550.00,6862.48
15318,1.00,7670.00,330.41,975576.00,6551.09
15320,1.00,7671.00,330.85,1049886.00,6759.20
15322,1.00,7672.00,331.60,973695.00,6722.98
15324,1.00,7673.00,331.75,719177.00,5666.63
15326,1.00,7674.00,331.17,460868.00,3148.78
15328,1.00,7675.00,331.00,483265.00,3345.26
15330,1.00,7676.00,330.87,625733.00,4283.22
15332,1.00,7677.00,332.32,748709.00,4922.67
15334,1.00,7678.00,332.39,652697.00,4375.14
15336,1.00,7679.00,330.55,619299.00,4455.39
15338,1.00,7680.00,330.01,669006.00,4897.18
15340,1.00,7681.00,331.19,542355.00,3868.06
15342,1.00,7682.00,331.69,743656.00,5720.59
15344,1.00,7683.00,332.48,788647.00,6052.89
15346,1.00,7684.00,334.82,797356.00,5278.25
15348,1.00,7685.00,335.17,637580.00,4605.81
15350,1.00,7686.00,335.72,551132.00,4136.66
15352,1.00,7687.00,336.34,731431.00,4916.65
15354,1.00,7688.00,336.08,816689.00,6126.40
15356,1.00,7689.00,337.58,753186.00,5361.36
15358,1.00,7690.00,338.41,693153.00,4799.77
15360,1.00,7691.00,339.79,592184.00,4321.23
15362,1.00,7692.00,339.20,637680.00,4601.32
15364,1.00,7693.00,336.96,765895.00,5460.55
15366,1.00,7694.00,336.91,704442.00,4917.96
15368,1.00,7695.00,336.79,744316.00,5425.52
15370,1.00,7696.00,337.29,905353.00,5978.43
15372,1.00,7697.00,336.59,854314.00,5966.48
15374,1.00,7698.00,336.34,687767.00,5163.67
15376,1.00,7699.00,336.78,738975.00,5597.13
15378,1.00,7700.00,337.04,902420.00,6304.35
15380,1.00,7701.00,337.85,1069459.00,6739.24
15382,1.00,7702.00,337.83,1143421.00,6942.78
15384,1.00,7703.00,338.02,971129.00,6213.12
15386,1.00,7704.00,338.91,1023503.00,6363.85
15388,1.00,7705.00,339.26,925025.00,6093.85
15390,1.00,7706.00,338.68,980126.00,6481.89
15392,1.00,7707.00,339.34,850063.00,5891.97
15394,1.00,7708.00,339.04,779415.00,5466.13
15396,1.00,7709.00,339.76,641894.00,4414.90
15398,1.00,7710.00,341.72,565884.00,4120.92
15400,1.00,7711.00,342.12,724288.00,4763.22
15402,1.00,7712.00,342.28,716390.00,4721.58
15404,1.00,7713.00,342.48,471321.00,3285.73
15406,1.00,7714.00,342.43,651029.00,4662.39
15408,1.00,7715.00,344.23,760108.00,5193.17
15410,1.00,7716.00,344.23,774066.00,5467.77
15412,1.00,7717.00,345.83,465824.00,3299.27
15414,1.00,7718.00,342.94,465649.00,3400.91
15416,1.00,7719.00,345.33,689058.00,4591.96
15418,1.00,7720.00,345.20,573977.00,3892.39
15420,1.00,7721.00,346.06,521859.00,3575.11
15422,1.00,7722.00,346.95,713254.00,5069.43
15424,1.00,7723.00,347.18,849508.00,5996.41
15426,1.00,7724.00,346.60,664285.00,4770.13
15428,1.00,7725.00,346.75,809969.00,5761.27
15430,1.00,7726.00,346.86,602597.00,4223.37
15432,1.00,7727.00,345.70,485972.00,3445.78
15434,1.00,7728.00,346.77,472152.00,3433.47
15436,1.00,7729.00,347.12,739808.00,5198.60
15438,1.00,7730.00,347.13,800573.00,5232.39
15440,1.00,7731.00,347.24,741101.00,4925.71
15442,1.00,7732.00,346.99,567705.00,4134.17
15444,1.00,7733.00,346.99,506691.00,3490.81
15446,1.00,7734.00,347.81,494139.00,3487.94
15448,1.00,7735.00,348.46,424328.00,2980.62
15450,1.00,7736.00,349.36,640446.00,4642.80
15452,1.00,7737.00,349.91,532446.00,3920.32
15454,1.00,7738.00,350.91,820379.00,5408.99
15456,1.00,7739.00,351.20,666241.00,4799.02
15458,1.00,7740.00,349.96,593851.00,4362.15
15460,1.00,7741.00,351.86,526826.00,3952.60
15462,1.00,7742.00,351.30,582011.00,4404.62
15464,1.00,7743.00,350.90,754054.00,5260.41
15466,1.00,7744.00,351.93,750621.00,5133.45
15468,1.00,7745.00,352.96,897023.00,5517.17
15470,1.00,7746.00,352.88,856242.00,5408.54
15472,1.00,7747.00,353.42,726664.00,4876.35
15474,1.00,7748.00,353.93,626189.00,4394.29
15476,1.00,7749.00,352.12,571943.00,4518.70
15478,1.00,7750.00,352.79,519698.00,4206.65
15480,1.00,7751.00,353.23,644943.00,4674.25
15482,1.00,7752.00,353.20,935362.00,6343.30
15484,1.00,7753.00,353.95,680876.00,4835.70
15486,1.00,7754.00,355.34,530126.00,4009.48
15488,1.00,7755.00,356.53,477522.00,3255.09
15490,1.00,7756.00,357.46,748722.00,4920.23
15492,1.00,7757.00,357.32,790686.00,5002.34
15494,1.00,7758.00,357.29,719375.00,4876.98
15496,1.00,7759.00,357.60,715581.00,4794.91
15498,1.00,7760.00,357.48,893973.00,5932.93
15500,1.00,7761.00,357.82,828377.00,5546.69
15502,1.00,7762.00,357.54,763919.00,5468.98
15504,1.00,7763.00,357.37,894047.00,5960.56
15506,1.00,7764.00,357.82,800737.00,5307.65
15508,1.00,7765.00,358.07,794879.00,5257.15
15510,1.00,7766.00,358.66,724818.00,5046.38
15512,1.00,7767.00,358.54,695158.00,4896.52
15514,1.00,7768.00,358.86,664158.00,4627.91
15516,1.00,7769.00,357.64,809894.00,5569.37
15518,1.00,7770.00,357.13,657252.00,4688.53
15520,1.00,7771.00,357.18,841275.00,5899.23
15522,1.00,7772.00,356.79,819402.00,5711.12
15524,1.00,7773.00,356.93,565447.00,4245.18
15526,1.00,7774.00,360.41,631761.00,4674.16
15528,1.00,7775.00,360.13,703788.00,5262.73
15530,1.00,7776.00,360.10,674535.00,5171.80
15532,1.00,7777.00,360.87,771824.00,5217.26
15534,1.00,7778.00,360.88,567981.00,4683.00
15536,1.00,7779.00,360.55,654935.00,5345.41
15538,1.00,7780.00,360.64,730204.00,4941.09
15540,1.00,7781.00,359.03,499874.00,3753.15
15542,1.00,7782.00,357.01,694350.00,5357.85
15544,1.00,7783.00,357.21,955919.00,6497.04
15546,1.00,7784.00,357.34,1184814.00,7381.83
15548,1.00,7785.00,357.89,1009358.00,6717.09
15550,1.00,7786.00,358.18,538656.00,3938.17
15552,1.00,7787.00,359.43,886487.00,5778.69
15554,1.00,7788.00,359.14,717311.00,4871.54
15556,1.00,7789.00,359.72,567450.00,4271.01
15558,1.00,7790.00,360.78,634311.00,5106.13
15560,1.00,7791.00,361.19,650788.00,4863.22
15562,1.00,7792.00,361.27,660789.00,4898.80
15564,1.00,7793.00,361.25,716510.00,5340.95
15566,1.00,7794.00,362.13,687950.00,5224.49
15568,1.00,7795.00,362.19,633984.00,4763.66
15570,1.00,7796.00,362.31,695478.00,4941.14
15572,1.00,7797.00,362.06,762272.00,5353.31
15574,1.00,7798.00,359.89,736775.00,5770.78
15576,1.00,7799.00,361.29,560777.00,4604.06
15578,1.00,7800.00,360.87,531213.00,4294.73
15580,1.00,7801.00,360.06,711847.00,5385.62
15582,1.00,7802.00,360.07,663140.00,5327.36
15584,1.00,7803.00,361.19,670115.00,5282.65
15586,1.00,7804.00,360.16,769916.00,5865.86
15588,1.00,7805.00,362.39,742506.00,4928.80
15590,1.00,7806.00,362.70,755897.00,5160.28
15592,1.00,7807.00,362.38,732391.00,4889.30
15594,1.00,7808.00,363.61,724511.00,4842.81
15596,1.00,7809.00,365.04,584629.00,3946.99
15598,1.00,7810.00,365.28,700536.00,4599.84
15600,1.00,7811.00,366.14,752543.00,5256.06
15602,1.00,7812.00,366.96,870482.00,5528.69
15604,1.00,7813.00,368.32,874755.00,5672.56
15606,1.00,7814.00,369.66,842626.00,5573.59
15608,1.00,7815.00,371.11,605459.00,4457.35
15610,1.00,7816.00,370.98,609343.00,4448.41
15612,1.00,7817.00,369.72,860755.00,6241.58
15614,1.00,7818.00,370.50,669742.00,4702.03
15616,1.00,7819.00,371.87,449731.00,3398.86
15618,1.00,7820.00,371.85,521723.00,3535.94
15620,1.00,7821.00,372.13,517697.00,3687.96
15622,1.00,7822.00,371.78,933926.00,5873.69
15624,1.00,7823.00,372.14,1108059.00,6279.46
15626,1.00,7824.00,371.93,1021884.00,6302.02
15628,1.00,7825.00,372.45,933665.00,5907.33
15630,1.00,7826.00,372.19,736688.00,5279.99
15632,1.00,7827.00,373.85,515229.00,4072.11
15634,1.00,7828.00,374.27,507276.00,3771.39
15636,1.00,7829.00,372.70,460123.00,3393.19
15638,1.00,7830.00,372.14,449116.00,3113.41
15640,1.00,7831.00,372.62,666464.00,5176.71
15642,1.00,7832.00,372.59,765392.00,5469.14
15644,1.00,7833.00,372.53,793221.00,6016.83
15646,1.00,7834.00,373.86,624612.00,4853.92
15648,1.00,7835.00,372.19,495554.00,3677.95
15650,1.00,7836.00,372.44,482983.00,3594.53
15652,1.00,7837.00,374.02,623849.00,4280.92
15654,1.00,7838.00,374.21,704447.00,4573.25
15656,1.00,7839.00,374.46,805065.00,4983.27
15658,1.00,7840.00,374.58,658897.00,4324.23
15660,1.00,7841.00,374.44,515317.00,3833.74
15662,1.00,7842.00,373.85,514964.00,3495.70
15664,1.00,7843.00,374.23,474025.00,3219.40
15666,1.00,7844.00,374.16,480023.00,3231.06
15668,1.00,7845.00,374.73,850716.00,5847.45
15670,1.00,7846.00,374.84,817567.00,5821.49
15672,1.00,7847.00,375.35,958201.00,6474.33
15674,1.00,7848.00,373.73,1137663.00,6995.93
15676,1.00,7849.00,374.14,1017788.00,6295.45
15678,1.00,7850.00,375.79,940890.00,6180.42
15680,1.00,7851.00,374.13,1069351.00,6433.65
15682,1.00,7852.00,373.54,1169948.00,7040.64
15684,1.00,7853.00,373.02,747687.00,5042.50
15686,1.00,7854.00,373.08,990587.00,6231.90
15688,1.00,7855.00,373.36,651036.00,4578.72
15690,1.00,7856.00,374.23,537206.00,3865.58
15692,1.00,7857.00,372.09,1011435.00,6288.38
15694,1.00,7858.00,372.01,986480.00,5805.74
15696,1.00,7859.00,371.10,688622.00,4855.59
15698,1.00,7860.00,371.38,532739.00,3916.72
15700,1.00,7861.00,370.56,579919.00,4335.08
15702,1.00,7862.00,370.63,775938.00,5282.01
15704,1.00,7863.00,371.36,832645.00,5573.28
15706,1.00,7864.00,370.29,520956.00,3897.32
15708,1.00,7865.00,371.30,453903.00,3165.80
15710,1.00,7866.00,371.20,959135.00,6537.93
15712,1.00,7867.00,372.03,900792.00,6054.01
15714,1.00,7868.00,372.87,601978.00,4380.35
15716,1.00,7869.00,373.73,769937.00,5224.69
15718,1.00,7870.00,373.71,907155.00,6289.86
15720,1.00,7871.00,373.18,817603.00,5730.97
15722,1.00,7872.00,374.15,625018.00,4447.34
15724,1.00,7873.00,373.68,847456.00,6051.24
15726,1.00,7874.00,373.92,1146480.00,7140.40
15728,1.00,7875.00,374.05,1147932.00,7080.09
15730,1.00,7876.00,374.77,1097936.00,7043.76
15732,1.00,7877.00,373.38,657791.00,4715.13
15734,1.00,7878.00,374.32,482081.00,3217.57
15736,1.00,7879.00,373.88,486866.00,3465.90
15738,1.00,7880.00,375.40,643844.00,4347.09
15740,1.00,7881.00,375.20,706483.00,4613.36
15742,1.00,7882.00,375.24,665691.00,4505.30
15744,1.00,7883.00,374.39,548830.00,3402.58
15746,1.00,7884.00,375.09,578114.00,3669.09
15748,1.00,7885.00,374.24,574280.00,4030.95
15750,1.00,7886.00,373.78,573630.00,4304.85
15752,1.00,7887.00,374.15,549151.00,3900.85
15754,1.00,7888.00,375.57,534688.00,3549.59
15756,1.00,7889.00,376.97,623899.00,4620.16
15758,1.00,7890.00,376.96,592758.00,4193.66
15760,1.00,7891.00,377.62,635166.00,4243.36
15762,1.00,7892.00,378.21,606217.00,4554.46
15764,1.00,7893.00,378.63,556843.00,4367.37
15766,1.00,7894.00,379.78,676552.00,4640.87
15768,1.00,7895.00,379.51,714473.00,4819.41
15770,1.00,7896.00,379.83,539340.00,4088.99
15772,1.00,7897.00,378.66,607845.00,4386.03
15774,1.00,7898.00,379.47,668810.00,4704.21
15776,1.00,7899.00,380.55,771594.00,5372.87
15778,1.00,7900.00,380.57,694776.00,4951.34
15780,1.00,7901.00,380.46,672566.00,4738.22
15782,1.00,7902.00,380.73,655849.00,4926.40
15784,1.00,7903.00,380.36,571092.00,3924.51
15786,1.00,7904.00,379.13,518815.00,4055.03
15788,1.00,7905.00,378.93,498661.00,4019.03
15790,1.00,7906.00,379.01,661614.00,5110.99
15792,1.00,7907.00,378.88,816817.00,5604.50
15794,1.00,7908.00,379.50,721217.00,5846.05
15796,1.00,7909.00,380.56,416443.00,2851.28
15798,1.00,7910.00,379.94,422514.00,3334.07
15800,1.00,7911.00,380.42,491674.00,3734.22
15802,1.00,7912.00,379.40,484605.00,3668.51
15804,1.00,7913.00,380.63,646036.00,4810.59
15806,1.00,7914.00,380.80,654304.00,4810.68
15808,1.00,7915.00,381.62,719681.00,5350.04
15810,1.00,7916.00,379.89,634761.00,4918.69
15812,1.00,7917.00,379.84,640695.00,4879.77
15814,1.00,7918.00,381.21,831364.00,5814.66
15816,1.00,7919.00,381.48,761794.00,5582.98
15818,1.00,7920.00,380.87,797738.00,5728.16
15820,1.00,7921.00,381.53,729092.00,5535.00
15822,1.00,7922.00,380.82,544769.00,4165.39
15824,1.00,7923.00,381.68,546046.00,4094.11
15826,1.00,7924.00,379.94,472189.00,3406.65
15828,1.00,7925.00,381.12,495661.00,3741.93
15830,1.00,7926.00,381.95,616566.00,4589.02
15832,1.00,7927.00,380.55,715821.00,5007.15
15834,1.00,7928.00,379.98,791506.00,5247.45
15836,1.00,7929.00,379.23,874176.00,6002.93
15838,1.00,7930.00,379.50,954523.00,6413.01
15840,1.00,7931.00,379.08,1140405.00,7015.50
15842,1.00,7932.00,379.57,832166.00,6225.18
15844,1.00,7933.00,380.14,461481.00,3178.04
15846,1.00,7934.00,380.88,460575.00,3523.73
15848,1.00,7935.00,381.58,725274.00,4919.86
15850,1.00,7936.00,382.31,701657.00,4870.64
15852,1.00,7937.00,382.24,717875.00,4930.76
15854,1.00,7938.00,382.32,696381.00,4873.47
15856,1.00,7939.00,381.67,666859.00,4750.61
15858,1.00,7940.00,382.46,678375.00,4784.70
15860,1.00,7941.00,381.24,571385.00,4509.17
15862,1.00,7942.00,381.34,567555.00,4416.23
15864,1.00,7943.00,381.74,509561.00,4147.63
15866,1.00,7944.00,381.04,594237.00,4648.55
15868,1.00,7945.00,381.35,626208.00,4975.89
15870,1.00,7946.00,383.00,487333.00,3882.14
15872,1.00,7947.00,382.59,889414.00,5933.09
15874,1.00,7948.00,382.37,961649.00,6579.60
15876,1.00,7949.00,382.75,982348.00,6362.50
15878,1.00,7950.00,382.91,1070288.00,6778.82
15880,1.00,7951.00,382.29,1019241.00,6627.58
15882,1.00,7952.00,381.74,1040754.00,6430.16
15884,1.00,7953.00,381.11,641802.00,4740.02
15886,1.00,7954.00,382.13,610143.00,4650.53
15888,1.00,7955.00,383.48,735748.00,5183.16
15890,1.00,7956.00,384.48,782912.00,5513.47
15892,1.00,7957.00,384.36,795407.00,5069.40
15894,1.00,7958.00,382.69,888422.00,5787.64
15896,1.00,7959.00,383.32,789755.00,5794.22
15898,1.00,7960.00,383.61,647932.00,4703.14
15900,1.00,7961.00,383.32,871212.00,5932.73
15902,1.00,7962.00,382.93,723987.00,5030.18
15904,1.00,7963.00,383.66,758534.00,5059.22
15906,1.00,7964.00,383.99,957359.00,6160.17
15908,1.00,7965.00,384.64,921164.00,5829.63
15910,1.00,7966.00,383.94,986474.00,6085.57
15912,1.00,7967.00,384.10,919480.00,5709.44
15914,1.00,7968.00,383.95,903299.00,6094.27
15916,1.00,7969.00,383.79,741358.00,5211.59
15918,1.00,7970.00,386.31,542500.00,3802.22
15920,1.00,7971.00,387.44,537131.00,4429.53
15922,1.00,7972.00,389.10,492513.00,3839.19
15924,1.00,7973.00,388.84,573792.00,4412.45
15926,1.00,7974.00,388.35,679304.00,4525.30
15928,1.00,7975.00,388.49,620376.00,4353.53
15930,1.00,7976.00,387.47,937321.00,6377.80
15932,1.00,7977.00,387.34,941978.00,6389.15
15934,1.00,7978.00,387.38,1006197.00,6585.17
15936,1.00,7979.00,387.83,689588.00,5336.65
15938,1.00,7980.00,388.17,580703.00,3963.20
15940,1.00,7981.00,387.16,975865.00,6261.08
15942,1.00,7982.00,387.44,914539.00,6378.25
15944,1.00,7983.00,389.60,660343.00,4658.68
15946,1.00,7984.00,389.11,821077.00,5999.38
15948,1.00,7985.00,389.45,889304.00,6191.10
15950,1.00,7986.00,388.34,605695.00,4562.18
15952,1.00,7987.00,389.60,472318.00,3294.59
15954,1.00,7988.00,390.19,425422.00,2935.12
15956,1.00,7989.00,390.51,373708.00,2568.13
15958,1.00,7990.00,389.71,466229.00,3302.18
15960,1.00,7991.00,390.31,669168.00,4479.10
15962,1.00,7992.00,390.21,682660.00,4527.06
15964,1.00,7993.00,390.35,666045.00,4608.19
15966,1.00,7994.00,390.07,433058.00,2940.67
15968,1.00,7995.00,391.37,369773.00,2511.13
15970,1.00,7996.00,391.95,348423.00,2096.00
15972,1.00,7997.00,390.26,483773.00,3421.76
15974,1.00,7998.00,390.40,702832.00,4809.23
15976,1.00,7999.00,389.32,682378.00,4645.31
15978,1.00,8000.00,389.69,428457.00,3055.23
15980,1.00,8001.00,388.87,491059.00,3676.01
15982,1.00,8002.00,388.87,601046.00,4110.09
15984,1.00,8003.00,388.21,526238.00,3512.00
15986,1.00,8004.00,388.45,650565.00,4047.74
15988,1.00,8005.00,389.90,772150.00,5141.93
15990,1.00,8006.00,390.59,769699.00,4999.00
15992,1.00,8007.00,390.02,577388.00,4237.28
15994,1.00,8008.00,391.11,554848.00,3952.22
15996,1.00,8009.00,393.02,916081.00,5614.21
15998,1.00,8010.00,393.43,972132.00,5897.11
16000,1.00,8011.00,393.32,685789.00,4750.28
16002,1.00,8012.00,393.63,603952.00,4242.81
16004,1.00,8013.00,391.44,624741.00,4884.65
16006,1.00,8014.00,391.01,615212.00,4571.24
16008,1.00,8015.00,391.01,607997.00,4622.45
16010,1.00,8016.00,390.72,555070.00,4349.04
16012,1.00,8017.00,391.02,722779.00,5233.20
16014,1.00,8018.00,390.25,625381.00,4554.34
16016,1.00,8019.00,391.17,815263.00,5440.89
16018,1.00,8020.00,391.46,685017.00,5012.54
16020,1.00,8021.00,392.64,704123.00,5137.78
16022,1.00,8022.00,395.20,652842.00,5580.11
16024,1.00,8023.00,395.75,666470.00,5917.11
16026,1.00,8024.00,395.85,703143.00,6436.26
16028,1.00,8025.00,392.48,767785.00,5546.57
16030,1.00,8026.00,394.21,729398.00,5186.31
16032,1.00,8027.00,394.49,706017.00,5319.54
16034,1.00,8028.00,394.22,653273.00,4552.98
16036,1.00,8029.00,394.19,607441.00,4494.06
16038,1.00,8030.00,393.37,507175.00,3815.19
16040,1.00,8031.00,394.60,499072.00,3703.86
16042,1.00,8032.00,395.17,540514.00,3849.48
16044,1.00,8033.00,394.81,510781.00,3515.71
16046,1.00,8034.00,396.04,573559.00,4126.32
16048,1.00,8035.00,396.21,614355.00,4422.86
16050,1.00,8036.00,396.38,680597.00,4805.38
16052,1.00,8037.00,395.78,811799.00,5623.83
16054,1.00,8038.00,396.38,677605.00,4731.04
16056,1.00,8039.00,397.07,788929.00,5398.75
16058,1.00,8040.00,397.87,820920.00,5875.42
16060,1.00,8041.00,396.23,646709.00,4841.66
16062,1.00,8042.00,396.69,712401.00,5101.47
16064,1.00,8043.00,395.75,848947.00,6040.52
16066,1.00,8044.00,395.77,801043.00,6016.02
16068,1.00,8045.00,395.79,878828.00,6203.44
16070,1.00,8046.00,396.86,912780.00,6337.37
16072,1.00,8047.00,397.64,878692.00,5796.43
16074,1.00,8048.00,396.23,954278.00,6196.95
16076,1.00,8049.00,396.61,996134.00,6358.66
16078,1.00,8050.00,395.82,818872.00,5644.14
16080,1.00,8051.00,395.44,778494.00,5178.23
16082,1.00,8052.00,395.58,935644.00,6043.41
16084,1.00,8053.00,395.74,756152.00,5506.77
16086,1.00,8054.00,396.78,739513.00,5382.63
16088,1.00,8055.00,396.81,948013.00,6413.92
16090,1.00,8056.00,397.58,835732.00,5709.20
16092,1.00,8057.00,399.21,853574.00,5607.75
16094,1.00,8058.00,398.06,947135.00,6498.13
16096,1.00,8059.00,398.15,876798.00,6209.60
16098,1.00,8060.00,399.36,753713.00,5431.98
16100,1.00,8061.00,399.22,633533.00,4655.12
16102,1.00,8062.00,397.49,597035.00,4264.58
16104,1.00,8063.00,396.47,478516.00,3549.33
16106,1.00,8064.00,397.03,697502.00,4928.78
16108,1.00,8065.00,398.23,877188.00,5744.81
16110,1.00,8066.00,399.63,775847.00,5292.31
16112,1.00,8067.00,398.02,454375.00,3366.01
16114,1.00,8068.00,397.13,565517.00,4055.92
16116,1.00,8069.00,397.22,563725.00,4047.15
16118,1.00,8070.00,395.92,437051.00,3120.38
16120,1.00,8071.00,395.53,594989.00,4372.98
16122,1.00,8072.00,396.32,752466.00,5235.35
16124,1.00,8073.00,398.06,553904.00,3851.98
16126,1.00,8074.00,397.92,482523.00,3814.93
16128,1.00,8075.00,398.24,491066.00,3717.40
16130,1.00,8076.00,398.40,480798.00,3579.10
16132,1.00,8077.00,398.83,511871.00,3880.77
16134,1.00,8078.00,399.23,676500.00,4714.82
16136,1.00,8079.00,399.30,689422.00,4739.91
16138,1.00,8080.00,398.50,575404.00,4120.31
16140,1.00,8081.00,399.05,514816.00,3830.09
16142,1.00,8082.00,399.77,562069.00,4337.86
16144,1.00,8083.00,400.27,714163.00,5233.93
16146,1.00,8084.00,400.75,688406.00,4988.58
16148,1.00,8085.00,401.23,729783.00,5337.77
16150,1.00,8086.00,400.13,642258.00,4773.65
16152,1.00,8087.00,400.98,600859.00,4572.01
16154,1.00,8088.00,401.61,587471.00,4741.24
16156,1.00,8089.00,402.33,534106.00,4395.27
16158,1.00,8090.00,403.02,540594.00,3868.40
16160,1.00,8091.00,402.41,564025.00,4460.93
16162,1.00,8092.00,403.07,518971.00,4115.89
16164,1.00,8093.00,404.36,608658.00,4515.79
16166,1.00,8094.00,404.63,498630.00,3503.09
16168,1.00,8095.00,403.12,506961.00,4047.67
16170,1.00,8096.00,402.53,619879.00,4966.23
16172,1.00,8097.00,403.18,697788.00,5160.73
16174,1.00,8098.00,404.09,793450.00,5790.06
16176,1.00,8099.00,403.95,978090.00,6294.02
16178,1.00,8100.00,405.08,873119.00,5933.45
16180,1.00,8101.00,405.92,1043466.00,6517.82
16182,1.00,8102.00,407.77,732505.00,5241.74
16184,1.00,8103.00,407.83,606929.00,4309.43
16186,1.00,8104.00,408.53,510894.00,3728.87
16188,1.00,8105.00,408.46,628149.00,4564.27
16190,1.00,8106.00,406.00,994897.00,6372.24
16192,1.00,8107.00,406.47,1027966.00,6263.22
16194,1.00,8108.00,407.55,828441.00,5829.14
16196,1.00,8109.00,407.34,517902.00,3950.08
16198,1.00,8110.00,409.90,379957.00,2680.84
16200,1.00,8111.00,408.41,581351.00,4205.59
16202,1.00,8112.00,407.83,792368.00,4800.94
16204,1.00,8113.00,407.45,560645.00,3865.59
16206,1.00,8114.00,407.62,525608.00,3706.88
16208,1.00,8115.00,407.82,609765.00,4155.42
16210,1.00,8116.00,408.71,498676.00,3484.72
16212,1.00,8117.00,407.88,591450.00,4383.94
16214,1.00,8118.00,407.82,572077.00,4338.61
16216,1.00,8119.00,407.87,596253.00,4372.03
16218,1.00,8120.00,407.95,1028463.00,6298.78
16220,1.00,8121.00,407.27,1110639.00,6595.49
16222,1.00,8122.00,408.57,886473.00,5710.28
16224,1.00,8123.00,408.54,1013238.00,6080.85
16226,1.00,8124.00,409.24,804573.00,5408.24
16228,1.00,8125.00,408.32,979522.00,6241.12
16230,1.00,8126.00,408.05,1173802.00,6679.68
16232,1.00,8127.00,408.38,1058063.00,6156.48
16234,1.00,8128.00,408.33,889988.00,5572.70
16236,1.00,8129.00,409.43,844729.00,5637.20
16238,1.00,8130.00,408.71,890213.00,5783.95
16240,1.00,8131.00,408.02,807846.00,5503.93
16242,1.00,8132.00,407.95,980091.00,6022.84
16244,1.00,8133.00,408.24,895519.00,6447.27
16246,1.00,8134.00,408.54,834132.00,5818.43
16248,1.00,8135.00,408.53,832527.00,5844.46
16250,1.00,8136.00,409.44,658776.00,4489.66
16252,1.00,8137.00,407.87,744954.00,4583.39
16254,1.00,8138.00,408.80,705264.00,4724.70
16256,1.00,8139.00,409.48,610807.00,4361.83
16258,1.00,8140.00,409.18,876707.00,5750.72
16260,1.00,8141.00,408.30,953081.00,6612.49
16262,1.00,8142.00,408.56,958544.00,6395.89
16264,1.00,8143.00,408.64,887785.00,6216.82
16266,1.00,8144.00,409.42,896098.00,5828.09
16268,1.00,8145.00,408.11,731964.00,4994.32
16270,1.00,8146.00,408.38,519663.00,3892.75
16272,1.00,8147.00,407.89,520154.00,4069.22
16274,1.00,8148.00,408.73,570979.00,4129.61
16276,1.00,8149.00,408.07,453589.00,3278.50
16278,1.00,8150.00,408.03,442591.00,3245.18
16280,1.00,8151.00,408.90,432221.00,3402.65
16282,1.00,8152.00,407.70,560029.00,4483.13
16284,1.00,8153.00,407.88,533676.00,4251.50
16286,1.00,8154.00,408.06,514092.00,3414.85
16288,1.00,8155.00,409.70,823690.00,5285.26
16290,1.00,8156.00,410.10,817815.00,5097.98
16292,1.00,8157.00,409.16,903382.00,5798.31
16294,1.00,8158.00,407.87,772492.00,4730.68
16296,1.00,8159.00,409.61,925129.00,5515.21
16298,1.00,8160.00,409.55,963041.00,5600.56
16300,1.00,8161.00,408.70,722179.00,4700.83
16302,1.00,8162.00,408.57,908350.00,5406.24
16304,1.00,8163.00,407.72,857832.00,5430.25
16306,1.00,8164.00,406.27,836649.00,6026.51
16308,1.00,8165.00,406.87,648971.00,5134.27
16310,1.00,8166.00,407.07,745491.00,5118.08
16312,1.00,8167.00,406.15,690547.00,4667.11
16314,1.00,8168.00,405.61,713584.00,5088.73
16316,1.00,8169.00,405.47,622352.00,4367.44
16318,1.00,8170.00,404.51,1019581.00,6227.76
16320,1.00,8171.00,404.86,1052749.00,6582.84
16322,1.00,8172.00,405.31,835319.00,5758.67
16324,1.00,8173.00,405.35,791867.00,5263.65
16326,1.00,8174.00,405.14,966476.00,6574.56
16328,1.00,8175.00,405.83,821688.00,5403.81
16330,1.00,8176.00,406.80,784917.00,5176.47
16332,1.00,8177.00,406.74,729827.00,4992.43
16334,1.00,8178.00,406.01,739869.00,4832.53
16336,1.00,8179.00,404.67,900313.00,5974.30
16338,1.00,8180.00,406.00,983406.00,5989.95
16340,1.00,8181.00,406.91,727382.00,5076.28
16342,1.00,8182.00,407.66,689940.00,5098.86
16344,1.00,8183.00,407.65,678624.00,5021.69
16346,1.00,8184.00,406.38,882880.00,5550.87
16348,1.00,8185.00,405.14,802358.00,5331.43
16350,1.00,8186.00,404.33,611318.00,4321.08
16352,1.00,8187.00,404.21,1020636.00,6536.20
16354,1.00,8188.00,405.84,955431.00,5937.89
16356,1.00,8189.00,407.09,875990.00,5682.45
16358,1.00,8190.00,407.09,634808.00,4710.93
16360,1.00,8191.00,406.82,602450.00,4406.12
